ID,smiles,docking_score,flag,split
10571627,Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)ccc1F,-11.896,1,train
127029898,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2Cl)c1,-1.031,1,train
10832238,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,-10.99,1,train
21859783,CS(=O)(=O)c1ccc(-n2nncc2-c2ccccc2)cc1,-9.17,1,train
44327839,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,-12.057,1,train
11809792,Cc1nc(-c2ccc(C)s2)c(-c2ccc(S(N)(=O)=O)cc2)o1,-10.146,1,train
9880758,NS(=O)(=O)c1ccc(-n2ncc(Cl)c2-c2ccccc2)cc1,-10.243,1,train
44456513,CC(C)(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-10.627,1,train
21472753,C[C@]1(O)OC(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,-9.71,1,train
9818233,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)CC2)cc1,-10.306,1,train
10476930,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F,-11.448,1,train
10113620,COc1c(Cl)cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,-10.847,1,train
3033,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-6.629,1,train
10365186,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1,-11.092,1,train
22907695,COc1ccc(C2=CC3(C=C2c2ccc(S(C)(=O)=O)cc2)CC3)cc1Cl,-10.847,1,train
10623232,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,-11.681,1,train
9928047,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,-11.501,1,train
44271388,Cc1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)s1,-10.719,1,train
15871000,Cc1nc(-c2ccc(Cl)s2)c(-c2ccc(S(N)(=O)=O)cc2)o1,-10.098,1,train
10835226,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cc3ccccc3o2)cc1,-11.839,1,train
10572070,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,-10.67,1,train
9883822,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,-10.339,1,train
44395210,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,-10.549,1,train
10522977,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,-11.071,1,train
21859786,CS(=O)(=O)c1ccc(-n2nncc2-c2ccc(F)cc2)cc1,-9.702,1,train
10831290,Cc1cccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)c(C)oc2=O)c1,-10.4,1,train
44456566,CC(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-10.425,1,train
10548520,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1F,-10.432,1,train
10068193,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,-10.077,1,train
10021647,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,-10.396,1,train
10618802,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)C(=O)CC2)cc1,-11.097,1,train
44456773,CS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1,-10.212,1,train
X243,NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,-11.136,1,train
9836619,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,-10.7,1,train
10295072,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,-9.979,1,train
9821264,CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)CC2)cc1,-10.662,1,train
10521660,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)CC2)cc1,-11.15,1,train
9928340,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(Cl)cc2)cc1,-9.722,1,train
155514890,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2cccc(Cl)c2)cc1,-10.614,1,train
10600662,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Br,-11.131,1,train
10156369,CC1(C)OC(=O)C(Oc2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,-9.277,1,train
9947305,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,-10.621,1,train
9967345,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,-10.392,1,train
9842523,CCCCOc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,-9.995,1,train
10690636,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)no1,-10.546,1,train
CHEMBL549958,CS(=O)(=O)c1ccc([C@H]2Sc3ccccc3C(=O)N2c2ccc(F)cc2)cc1,-11.344,1,train
10835645,COc1c(F)cc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,-11.04,1,train
49788596,CSc1nc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,-11.187,1,train
10157862,CS(=O)(=O)c1ccc(-c2sc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,-11.171,1,train
1396,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,-10.829,1,train
9947309,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,-10.817,1,train
9949984,CCc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)coc2=O)cc1,-10.565,1,train
155536953,COC(=O)CNC(=O)C(C)NC(=O)C1CCCN1C(=O)CNC(=O)C(C)N,-2.501,1,train
21472747,CO[C@@]1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,-9.964,1,train
11256540,COc1ccc(Oc2cnccc2NS(=O)(=O)C(F)(F)F)cc1,-6.196,1,train
22912196,CS(=O)(=O)c1ccc(-c2sc(-c3cccnc3)nc2-c2ccc(F)cc2)cc1,-9.595,1,train
44271374,COc1ccc(-c2nc(C)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,-11.094,1,train
44404327,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CF)cc1,-10.108,1,train
10108931,CC1(C)OC(=O)C(Cc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,-9.98,1,train
122184818,Cc1ccc(-c2c(Cl)c(CCl)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-11.487,1,train
51039217,CONS(=O)(=O)CCOC(=O)C(C)c1ccc(CC(C)C)cc1,-8.358,1,train
162671556,C/C(=N/NC(N)=S)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,-8.31,1,train
10109075,Cc1ccncc1-c1ncc(Cl)cc1-c1ccc(S(C)(=O)=O)cc1,-10.332,1,train
44394178,CN(C)c1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,-11.559,1,train
9843089,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,-11.505,1,train
10317408,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1C,-11.754,1,train
10786954,CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)c(Cl)c2)cc1,-11.169,1,train
139035063,O=C(O)CCCc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccccc2)o1,-10.217,1,train
9822883,Cc1cccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)c1,-12.577,1,train
44400756,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cccc(F)c2CS3)cc1,-11.7,1,train
44316046,CS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1,-11.189,1,train
CHEMBL551418,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1,-10.635,1,train
44370560,CS(=O)(=O)c1ccc(-c2cnn(Cc3nccs3)c(=O)c2-c2ccc(F)cc2)cc1,-10.432,1,train
90654500,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)COC2=O)cc1,-10.413,1,train
44456763,CS(=O)(=O)c1ccc(-c2nccc(NCc3cccs3)n2)cc1,-9.117,1,train
155542855,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2cccc(F)c2)cc1,-9.394,1,train
44456616,CCc1c(NCc2ccc(F)cc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,-10.452,1,train
44370744,Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,-10.488,1,train
44456710,CS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(OC3CCCC3)n2)cc1,-9.914,1,train
44316113,NS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1,-11.437,1,train
9902732,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccncc2)cc1,-9.823,1,train
9844547,CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,-11.341,1,train
9796843,CS(=O)(=O)c1ccc(C2=C(c3cccnc3)C(=O)CC2)cc1,-10.095,1,train
10110427,Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-11.064,1,train
44456639,Cc1ccc(CNc2cc(Cl)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,-9.92,1,train
X109,NS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,-10.78,1,train
44456635,Cc1ccc(CNc2nc(-c3ccc(S(C)(=O)=O)cc3)nc(Cl)c2C)cc1,-10.35,1,train
X122,Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,-11.455,1,train
10269056,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccccn2)cc1,-9.84,1,train
44456738,CC[S@@](=O)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-11.431,1,train
155519294,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccc(F)cc2)cc1,-10.432,1,train
44394201,CS(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2-c2ccc(F)cc2)cc1,-11.077,1,train
11750118,COC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN,-3.3,1,train
9927912,CS(=O)(=O)c1ccc(C2=CC3(C=C2c2ccc(F)cc2)CC3)cc1,-11.331,1,train
10882658,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2F)cc1,-9.875,1,train
10784411,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1,-10.99,1,train
162667037,CC(=O)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,-6.071,1,train
44456737,CCN(CC)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-9.778,1,train
21948499,CC1(C)OC(=O)C(Oc2ncccn2)=C1c1ccc(S(C)(=O)=O)cc1,-7.711,1,train
11068088,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,-10.183,1,train
10808251,COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1F,-10.695,1,train
10292387,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3Cl)CCC2)cc1,-8.985,1,train
15345568,COc1ccc2c(c1)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,-11.821,1,train
10832104,CS(=O)(=O)c1ccc(C2=C(C=Cc3ccc(F)cc3)C(=O)CC2)cc1,-10.047,1,train
10179876,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,-10.59,1,train
10403254,Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,-10.281,1,train
10882657,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2)cc1,-10.298,1,train
10549466,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCO3)cc1,-12.244,1,train
10406349,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1,-11.338,1,train
X120,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2nccc3ccccc23)cc1,-10.716,1,train
122603295,O=[N+]([O-])c1ccc(C=Cc2cc(O)c(O)c(O)c2)cc1,-8.023,1,train
11058879,CS(=O)(=O)c1ccc(-c2cnc(C(=O)c3ccccc3)n2-c2ccc(F)cc2)cc1,-8.309,1,train
44364684,CCOc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1,-8.672,1,train
24825641,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCC(=O)O)c1Cl,-7.471,1,train
14762941,Cc1cccc(C)c1Nc1ccccc1CC(=O)O,-6.938,1,train
10740567,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,-11.06,1,train
155546179,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CCl,-8.871,1,train
11121068,Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,-10.687,1,train
45270348,CCCCNc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,-9.917,1,train
10619336,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,-10.742,1,train
44456825,CCSc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-10.585,1,train
45267747,CS(=O)(=O)c1ccc(-c2cnc(Cc3ccccc3O)nc2-c2ccc(F)cc2)cc1,-8.752,1,train
76332196,O=S(=O)(Nc1ccncc1Nc1cccc(F)c1)C(F)(F)F,-6.592,1,train
10644380,CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1,-10.499,1,train
10112273,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)OCO3)cc1,-11.596,1,train
90654520,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,-10.701,1,train
10294269,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,-11.018,1,train
10156048,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2=CCCCC2)cc1,-11.413,1,train
44336157,C=Cc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1,-8.096,1,train
10381921,C[C@@H]1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)ON1C,-10.302,1,train
10760960,NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CC3(CC3)C2)cc1,-11.363,1,train
10201744,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,-10.959,1,train
405491,NS(=O)(=O)c1ccc(N=Cc2ccc(O)c(C(=O)O)c2)cc1,-9.583,1,train
CHEMBL134342,O=C(O)CCCC[C@@H]1CCSS1,-5.996,1,train
44456545,C[C@H](Nc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1)c1ccccc1,-11.327,1,train
10895294,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2F)cc1,-12.009,1,train
45269433,Cc1ccc(N(C)c2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)cc1,-10.385,1,train
9838569,Cc1cc2cc(-c3ccc(C(C)C(=O)O)cc3)ccc2[nH]1,-8.723,1,train
155557877,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2ccccc2)cc1,-9.853,1,train
23497471,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(N)n2)cc1,-8.361,1,train
10133653,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,-10.608,1,train
CHEMBL75896,Nc1c(CC(=O)O)cccc1C(=O)C1CCCCC1,-7.652,1,train
10620694,CNc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,-10.725,1,train
10668860,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)c(F)c2)cc1,-11.284,1,train
11731997,CS(=O)(=O)c1ccc(-n2cnc(Br)c2-c2ccc(F)cc2)cc1,-10.274,1,train
9918457,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)CC2)cc1,-10.735,1,train
90645140,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3ccc(Cl)cc3)nc2-c2ccccc2)cc1,-5.968,1,train
155562273,N#CCC(=O)Nc1nnc(-c2cccnc2)o1,-5.358,1,train
15516799,Cc1cccc(OC2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(C)OC2=O)c1,-8.813,1,train
10500778,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CC3(CC3)C2)cc1,-11.657,1,train
10270798,CCCc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,-10.623,1,train
10592466,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1,-10.438,1,train
127923,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,-10.448,1,train
76323664,Cc1ccc(/C(=C\c2ccc(S(C)(=O)=O)cc2)c2ccccc2)cc1,-9.087,1,train
57403614,NC(Cc1c[nH]c2ccccc12)C(=O)NC(CS)C(=O)NC(CO)C(=O)O,-7.613,1,train
17816357,Cc1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccccc2)s1,-10.383,1,train
9905676,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2)cc1,-10.061,1,train
CHEMBL562791,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCC3)n2)cc1,-10.037,1,train
11209828,O=S(=O)(Nc1ccncc1Sc1ccccc1)C(F)(F)F,-6.926,1,train
76311577,CS(=O)(=O)c1ccc(-c2nc(N[C@@H]3CC=CCC3)cc(C(F)(F)F)n2)cc1,-10.85,1,train
21859784,Cc1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,-9.952,1,train
44456768,CC(C)Nc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-9.976,1,train
11793632,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,-10.198,1,train
11079294,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)CCO3)cc1,-11.226,1,train
10836527,COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F,-10.749,1,train
10155221,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCC3)C2)cc1,-11.641,1,train
16072151,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(Br)c2)cc1,-8.864,1,train
73054806,CCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,-6.897,1,train
44291367,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(Cl)cc2)cc1,-10.412,1,train
10738786,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)c(F)c3)CCC2)cc1,-9.315,1,train
10019555,Cc1nc(-c2ccccc2)c(-c2ccc(S(N)(=O)=O)cc2)s1,-10.516,1,train
10688075,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2F)cc1,-9.846,1,train
44456543,CC(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-10.553,1,train
10449604,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F,-10.214,1,train
11419147,Cc1cc(=O)c(Oc2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,-9.771,1,train
145988681,N#CCC(=O)NN=Cc1c[nH]c2ccc(Br)cc12,-7.75,1,train
127037905,NS(=O)(=O)c1ccc(N2N=C(c3ccco3)C[C@H]2c2ccc(C(F)(F)F)cc2)cc1,-11.07,1,train
71583327,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccccc2)cc1,-9.938,1,train
44291335,Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccc(Br)cc2)n1,-10.142,1,train
X042,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(N)c2)cc1,-10.897,1,train
10893410,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1,-10.731,1,train
44581949,CN(C)c1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,-9.903,1,train
15390770,CC(C)(O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,-12.239,1,train
155516693,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CCN1CCOCC1,-9.075,1,train
11797537,COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,-10.469,1,train
136152997,CS(=O)(=O)c1ccc(-c2nc(=O)cc(NCc3cccs3)[nH]2)cc1,-9.411,1,train
CHEMBL45583,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2OCC2(O)CCCC2)cc1,-9.994,1,train
44336366,C=Cc1cncc(-c2ccc(C(C)C(=O)O)cc2)c1,-7.934,1,train
10180742,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(F)cc3)n2)cc1,-10.342,1,train
22034361,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1,-10.193,1,train
91434450,CS(=O)(=O)c1ccc(-c2conc2-c2ccccc2)cc1,-9.276,1,train
155534770,Cc1ccc(Nc2c(F)cccc2Cl)c(CNc2nn[nH]n2)c1,-7.692,1,train
10200696,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,-10.291,1,train
164610064,CCCCOc1nc(OCC2COC2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,-7.54,1,train
18969710,CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,-10.917,1,train
44456687,Cc1c(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,-10.892,1,train
15617384,CS(=O)(=O)c1ccc(-c2sc(Br)cc2-c2ccc(F)cc2)cc1,-10.444,1,train
10715239,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cs1,-10.568,1,train
10784091,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CCC2)cc1,-10.9,1,train
44316126,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)c3ccccc3C2)cc1,-11.384,1,train
9967049,Cc1cnc(-c2cccnc2)c(-c2ccc(S(C)(=O)=O)cc2)c1,-10.119,1,train
21948463,CC1(C)OC(=O)C(Oc2cccc(Cl)n2)=C1c1ccc(S(C)(=O)=O)cc1,-5.74,1,train
44394134,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,-11.917,1,train
15429218,CCc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,-9.998,1,train
11292742,Cc1cc(=O)c(Oc2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,-10.498,1,train
9923656,CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)OC2)cc1,-10.145,1,train
684847,c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,-6.545,1,train
10716372,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)s2)cc1,-11.247,1,train
CHEMBL254465,COc1ccc(NC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,-5.831,1,train
44456766,CC(C)Nc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-9.947,1,train
9967467,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccccc1Cl,-9.796,1,train
10692230,COc1c(Cl)cc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,-9.663,1,train
10222707,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2Cl)cc1,-11.131,1,train
10810738,COc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,-11.133,1,train
18969732,CC1(C)C(=NO)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,-9.991,1,train
X133,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1,-10.286,1,train
119828,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,-7.924,1,train
10717305,COC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,-11.221,1,train
9865808,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,-11.443,1,train
2662,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-11.882,1,train
CHEMBL552082,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCCCCC3)n2)cc1,-10.187,1,train
76328515,O=S(=O)(Nc1ccncc1Nc1ccc(F)cc1)C(F)(F)F,-7.033,1,train
155523202,CC(C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1)N1CCOCC1,-9.814,1,train
10882387,CS(=O)(=O)c1ccc(-c2cnc(C#N)n2-c2ccc(F)cc2)cc1,-10.279,1,train
9927613,NS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,-10.771,1,train
10570444,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,-10.424,1,train
71583439,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(Cl)cc2)cc1,-10.389,1,train
76330900,CS(=O)(=O)c1ccc(/C=C(/c2ccccc2)c2ccc(Cl)cc2)cc1,-8.158,1,train
