ID,smiles,docking_score,flag,weight_actives,weight_lowscores,split_random_1,split_random_2,split_random_3,split_random_4,split_random_5,split_scaffold_1,split_scaffold_2,split_scaffold_3,split_scaffold_4,split_scaffold_5
ZINC46928066,Cc1cc(C)c(OCC(=O)NS(=O)(=O)c2ccccc2C)c(C)c1,-5.547,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
155546179,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CCl,-8.871,1,7.910625620655412,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC14478838,Cc1ccccc1[C@H]1Nc2c(C(=O)N(C)C)cccc2[C@H]2C=CC[C@H]21,-8.577,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC00495481,CC(C)N1CC=C2C(C#N)C(=N)C(C#N)(C#N)[C@H](c3cccs3)[C@H]2C1,-9.303,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,train
ZINC65351261,O=C(O)c1ccc(-c2cc(O)ccc2Cl)c(F)c1,-9.507,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC36174010,CC[C@@](O)(CC(=O)O)c1cc(C(C)(C)C)ccc1C,-7.863,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC33487677,O=C(O)C1CCN(c2ncnc3[nH]nc(-c4cccs4)c23)CC1,-8.929,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,val,train,train
44371522,CCc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,-9.468,1,7.910625620655412,0.5261211280628756,train,train,train,train,val,train,train,train,val,train
ZINC38971238,Cc1cc([C@H]2NN[C@H](S)N2/N=C/c2ccc(F)cc2)[nH]n1,-8.69,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC61667998,CCCOc1cccc(-c2cc3ncnc(Cl)c3s2)c1,-7.689,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC65138895,C[C@@H]1C=C2N=C(C(=O)Nc3c(F)cc(F)cc3F)C(CN3CCCC3)=C2S1,-6.763,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC32013350,Cc1cccc(C[C@H](O)C2CCCCC2)c1,-7.141,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC54213327,CC[C@H]1c2ccsc2CCN1C(=O)c1cccc(F)c1F,-9.126,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC03329674,O=C1NC2(CCCCCC2)C(=O)N1CCOc1cccc(Br)c1,-7.493,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC00702198,CCOC(=O)N1CCN(C2=Cc3ccccc3Sc3ccccc32)CC1,-7.594,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC66265452,C[C@H](CC(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)NC(=O)C1CCCCC1,-5.249,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC62986079,Cc1cccn(CC(=O)c2ccc(Br)s2)c1=O,-8.214,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,val
ZINC36952198,CC(C)[C@H](C)Nc1ccc(Br)c(C(F)(F)F)c1,-7.607,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,val
ZINC49691721,N#C[C@H]1CCCC[C@@H]1N1CCS(=O)CC1,-7.234,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC04878577,CC(C)=CCC=C(C)C=Cc1c(O)c(O)c2ccccc2c1O,-7.839,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
44581949,CN(C)c1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,-9.903,1,7.910625620655412,0.5261211280628756,train,val,train,train,train,train,train,train,val,train
ZINC39523899,CS[C@H]1CCC[C@@]2(CCC[C@H](I)N2F)C1,-6.47,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
ZINC35454302,C[C@H](c1ccccc1)N(Cc1ccnc2ccccc12)C(=O)c1ccc2ccccc2n1,-8.161,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC23338478,Cc1ccc2nc(Cn3ccc(-c4cccc(-c5nccnc5C)c4)n3)cn2c1,-7.905,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC34726836,CCC1=C(C)Cc2sc3c(c21)c(=O)n(CC(C)C)c(=O)n3C,-8.899,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC48937881,CCOCCCNC(=O)C(C#N)C(=O)c1cc2c(F)cccc2s1,-9.068,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,val
ZINC13639421,CCC(=O)Nc1ccc2c(c1)[C@@H]1C=CC[C@H]1[C@H](c1ccc(Br)cc1)N2,-3.441,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC04664576,Fc1cccc([C@H]2Nc3c(F)cc(F)cc3[C@H]3C=CC[C@H]32)c1,-8.941,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC62055882,CCC(C)(C)[C@H]1CC[C@@](SC2CCOCC2)(C(=O)O)CC1,-6.297,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC12989564,O=C(c1ccccn1)N1CCN(Cc2ccc(-c3ccccc3)s2)CC1,-1.255,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,val,train,train
ZINC05265217,Cc1ccc(C(=O)N(Cc2ccccn2)c2nc3ccc(F)cc3s2)cc1C,-10.31,0,0.5337353433835846,10.070796460176991,train,val,train,train,train,train,train,val,train,train
ZINC11633728,CC(C)c1cccc2c1NC[C@@H](CC1CCCCC1)C2,-8.509,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC62675145,Cc1ccc(C(=O)C(C#N)C(=O)c2c(C)[nH]c3ccccc23)c(=O)[nH]1,-8.322,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC25716019,Cc1ccc(-c2csc(=S)n2CC(=O)N(C)[C@@H](C)C2CC2)cc1,-8.902,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC13737482,CNC(=O)n1cc(C(=O)C2CS[C@@H](c3cccnc3)N2)c2ccccc21,-7.44,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC20389511,CCc1ccc2oc(/C=C/C(=O)O)cc2c1,-7.588,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC45924749,CCOc1ccccc1-c1nc(CSc2nc(=O)c(C)c(C)[nH]2)c(C)o1,-7.956,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC66048946,O=C(NCc1ccccc1CO)c1cnc2ccc(Br)cn2c1=O,-6.025,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,val,train
ZINC57655690,CC(C)(C)c1ccc(O[C@H](C#N)CCc2ccccc2F)cc1,-8.367,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC41981843,CC[C@H](C)S[C@@](C)(C(=O)O)c1cc2cc(Br)ccc2o1,-7.65,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,val,train,train,train
ZINC61721115,FC(F)(Cl)c1nnc2sc(Cc3csc(-c4ccccn4)n3)nn12,-7.701,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC64358496,O=C(NS(=O)(=O)c1ccc(F)c2ncccc12)c1cc(F)ccc1F,-7.305,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,val,train
ZINC08491286,C=C1C(C)(C)[C@@H]2CC[C@@]1(C(=O)Oc1cc(C)cc(C)c1)C2,-7.167,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC40820674,Cn1cc([C@H]2CCCN2C(=O)c2ccc(C#N)cc2)c2ccccc21,-8.679,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,val,train,train,train,train
ZINC04725654,CN1C(=O)/C(=C\c2ccccc2OCc2c(Cl)cccc2Cl)SC1=S,-10.032,0,0.5337353433835846,10.070796460176991,train,train,train,train,train,train,val,train,train,train
ZINC40005532,C=C1c2c([nH]c(CN3c4ccccc4C[C@@H]3C)nc2=O)S[C@H]1C,-7.909,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC66449380,C[C@H]1CO[C@@H](c2ccccc2)CN1Cn1nc(N(C)C)sc1=S,-7.187,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC07738459,N#CCSc1[nH]c(=O)c(-c2nc(-c3ccccc3)cs2)cc1C#N,-8.086,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC39263015,O=C(c1cccnc1Oc1ccc(F)cc1)N1CCC[C@@H]2CCCC[C@H]21,-9.493,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC62828514,Cc1sc(NC(=O)N[C@@H]2CCC[C@@H](O)C2)c(C(=O)O)c1C,-7.187,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,val
ZINC40257678,O[C@@H](CCC1CCCC1)c1ccc(Cl)s1,-7.517,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC01382798,N#Cc1sc2ccccc2c1N1CCOCC1,-8.619,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC02617509,c1csc(-c2nnc(CSc3ncnc4sccc34)o2)c1,-8.225,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,val
ZINC07384722,CCc1cccc2sc(NC(=O)c3ccc4c(c3)CCCC4)nc12,-6.928,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC08886444,C[C@]1(c2ccc3ccccc3c2)NC(=O)N(CCOc2ccccc2Cl)C1=O,-8.68,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC42007938,CC(C)CC[C@](C)(Sc1ccncc1N)C(=O)O,-7.124,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC01248361,CCc1ccc([C@H]2Nc3ccccc3N=C3CC(C)(C)CC(=O)C32)cc1,-10.129,0,0.5337353433835846,10.070796460176991,train,val,train,train,train,train,val,train,train,train
ZINC05180155,Cc1nc(Sc2ccc3ccccc3c2)c2oc3ccccc3c2n1,-7.978,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,val,train,train
ZINC47065424,O=C(NCc1ccc(N2CCOCC2)cc1C(F)(F)F)N1CCC[C@H](O)C1,-8.821,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC29281105,CNC(=O)c1ccc(/C=C/C(=O)Nc2cccc(C(=O)N3CCCC3)c2)cc1,-7.388,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC67519126,CCc1nc(CC(=O)N2CCC[C@H]3C[C@@H](C)CC[C@H]32)cs1,-7.874,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC37210628,Fc1ccc(N[C@@H](c2cccs2)c2ccc(Cl)s2)cc1,-9.215,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC55600086,O=C(c1ccc(-n2cccn2)nc1)N1CCC[C@H]1C1CCCCC1,-8.197,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC04350600,O=C1CC(c2ccccc2)CC(=O)C1Sc1ccccc1[N+](=O)[O-],-9.199,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC06309304,COCCN1C(=O)C(=O)C(C(=O)c2sc(C)nc2C)[C@H]1c1cc(C)c(O)c(C)c1,-8.71,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC37056198,Cc1ccc(NC2CCSCC2)cc1I,-6.896,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC08684375,Cc1ccn2c(-c3n[nH]c(=S)n3Cc3ccccc3)c(C)nc2c1,-7.579,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC62783168,Cc1nc(C2(c3ccccc3)CCCC2)ncc1[C@H](C)Cl,-9.096,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC38911206,COCCn1c(-c2nc(C(=O)N3CCCC[C@@H]3C)cs2)cc2ccccc21,-8.229,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC52887517,CCC(C)(C)[C@H]1CC[C@](O)(c2cncnc2)CC1,-6.901,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,train,train
ZINC63492577,O=C(NC1CCCCCCC1)C1CCCN(C2=NC=NC3=NC=N[C@@H]32)C1,-5.142,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC52855347,Nc1ccc2c(c1)ncn2C(C1CC1)C1CC1,-7.8,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC37296801,CCCC[C@H](C)Nc1ccc(C)c(I)c1,-6.756,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,val
ZINC66544585,Cc1ccc2oc(C(=O)C(C#N)c3nc(-c4ccc(C#N)cc4)cs3)cc2c1,-6.054,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,val
ZINC66322395,Cc1c(Cl)nc2ccc(C#N)cc2c1Cl,-8.008,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC66844936,O=C(CN1CCO[C@@H](c2ccc(F)c(Cl)c2)C1)NC1CCCCNC1=O,-7.369,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,train,train,train
ZINC11947419,COc1cc(/C=C/C(=O)O)cc(Cl)c1OCCOc1ccccc1C(C)C,-6.688,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC20369255,C[C@H]1[C@@H](Nc2n[nH]c(=S)s2)CCC[C@@H]1C,-6.341,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC41531613,CCCn1c(NCCN2CCOCC2)nc2sc3c(c2c1=O)CCCC3,-8.554,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC59796822,C=C[C@H]1CC[C@@H]([C@H]2CC[C@@H](c3ccc(F)c(F)c3)CC2)CC1,-7.689,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC01935795,CCCCCCSc1ncnc2scc(-c3ccc(C)cc3)c12,-8.034,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC20606667,Cc1cc(=O)c(C(=O)C=Cc2cnn(C)c2C)c(O)o1,-7.214,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC42731435,Cc1ccsc1[C@@H](O)[C@@H]1C[C@@H]1C,-6.575,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC44592972,CC(C)(C)c1noc([C@H]2NCCc3sccc32)n1,-8.066,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,val,train,train,train
ZINC52860906,NC(=NO)c1cc(Cl)ccc1Sc1nc(=O)cc[nH]1,-7.626,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,val,train,train
ZINC62765854,O=C(O)C[C@H](Sc1ccccc1Br)C(F)(F)F,-7.638,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC50329608,O[C@H](C1=CCCCCC1)c1c(F)cccc1Cl,-8.192,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC04973831,S=c1[nH]nc(CNc2cccc(Cl)c2)n1-c1ccc(Cl)cc1,-8.817,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC37379855,CC(C)C[C@](C)(O)c1ccc(Br)cc1,-7.026,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC20438034,CCC(=O)N1N=C2C3CCN(CC3)[C@@H]2[C@@H]1c1ccc(OC)c(OC)c1,-7.452,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC41459940,CC(C)c1ccc(CC[C@@](C)(C#N)N2CCCCC2)cc1,-7.666,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC55420381,O=C1CCN(C(=O)COc2ccc(I)cc2)CC1,-7.524,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,train
ZINC09265344,CCOc1cc(C=Nc2ccc(Oc3cccc(OC)c3)nc2)cc(Br)c1O,-5.214,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC38598682,Cc1[nH]nc2c1[C@@H](c1cccc(I)c1)C(C#N)C(=N)O2,-8.277,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC08013304,CC(Sc1nc(=O)cc[nH]1)C(=O)Nc1ccc(C#N)cc1,-8.026,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,val,train,train
ZINC53109127,C[C@H]1CCC[C@@](CO)(NS(=O)(=O)c2cc(Br)sc2Br)C1,-5.599,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC37833712,CC(C)C(Br)C(=O)N1CCN(C(=O)c2ccsc2)CC1,-8.188,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,val,train,train
ZINC39506563,CO[C@@H]1CN(Br)[C@]2(CC[C@H](Br)C2)C1,-5.683,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,train,train,train
ZINC23683679,Cc1sc(-n2cccc2)c(C(=O)N2CCN(c3ncccn3)CC2)c1C,-7.628,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,val,train,train
ZINC05766949,CSC1=C(C#N)C(=O)N=S(C)(C)=N1,-6.886,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,val,train,train,train
ZINC36841062,Fc1cccc([C@H]2C[C@@H](Nc3cc(Cl)ccc3Cl)C2)c1,-7.81,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC41538459,CN1C(=O)C(=O)C(C(=O)c2ccco2)[C@H]1c1ccc(C(C)(C)C)cc1,-8.524,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC38975264,S=C1NN[C@@H](c2[nH]nc3c2CCC3)N1/N=C/C=C/c1ccccc1,-8.359,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC08147417,CCOC(=O)C1CCN(c2ncnc3scc(-c4ccc(Cl)cc4)c23)CC1,-7.523,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC49864858,O=C(O)C1CN(C(=O)c2csc(-c3cccs3)n2)CCO1,-8.936,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,train,train,train,train
ZINC07525634,COCc1ccc(C(=O)N2CCC[C@H](c3nc4ccccc4s3)C2)cc1,-8.879,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,val,train,train
ZINC37151704,C[C@@H]1CC[C@H](C#N)[C@H](Oc2ccc3c(c2)CCC3)C1,-8.162,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
127040263,NS(=O)(=O)c1ccc(N2N=C(c3cccs3)C[C@H]2c2ccc(C(F)(F)F)cc2)cc1,-10.098,1,7.910625620655412,10.070796460176991,train,train,train,train,val,train,train,train,val,train
ZINC24346081,CC(O/N=C/c1ccc(OC(F)F)cc1)C(=O)Nc1ccc2c(c1)CCC2,-5.632,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,val,train,train,train
ZINC41225322,C[C@H]1C[C@H](CCO)c2cc(Cl)ccc21,-7.679,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,val,val,train,train,train
ZINC53067785,O=C(NC1(CO)CCCC1)c1ccc(SC(F)(F)F)cc1,-7.875,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,train,val
ZINC25060317,Cc1sc2[nH]c([C@@H](C)Nc3ccc(Br)cc3)nc(=O)c2c1C,-8.363,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,val,train,train
ZINC44118716,Brc1cc(O[C@@H]2CCOC2)ccn1,-6.394,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,val,train,train,train
ZINC40847882,Cc1ccc(OC(C)C(=O)N/N=C/c2ccc(Br)o2)c(Br)c1,-7.684,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,train,val,train
ZINC35370973,CC1CCN(C(=O)C[C@@H](c2ccsc2)c2c[nH]c3ccccc23)CC1,-8.554,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC27869714,C[C@@H](NC(=O)c1ccc(F)cc1Br)[C@@H]1CCCO1,-7.49,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,val,train,train,train,train
ZINC08967195,COCCn1/c(=N/S(=O)(=O)c2cccs2)sc2c(Cl)ccc(Cl)c21,-7.292,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,train,val,train
ZINC39679592,CCOc1ccc(Oc2ccccc2NC(=O)C2C(C(=O)O)[C@H]3C=C[C@@H]2C3)cc1,-8.927,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,val
ZINC51734285,CC(C)n1c(SCC(=O)O)nnc1N1CC[C@H](C)C[C@H]1C,-8.108,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,val
ZINC48621067,S=c1scnn1CN1CCN(c2ncc(Br)cn2)CC1,-7.355,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC05209638,Cc1ccccc1-c1nnc(SCC(=O)N2CCCC[C@@H]2C)n1C,-8.013,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC16754915,C=CCn1c(O)c(-c2ccccc2)s/c1=N\S(=O)(=O)c1ccc(Cl)s1,-5.746,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,val,train
ZINC29073624,O=C(c1ccc(-c2ccc(Cl)cc2)s1)N1CCC[C@H]1c1nnc2ccccn12,-6.164,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,train,train,train
ZINC37402424,O=C(CC1CCCCC1)Nc1ccc(F)c(C(=O)O)c1,-6.894,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,train
ZINC00148095,CC(C)(C)[C@@H]1CCc2c(sc3ncn(CC(=O)O)c(=O)c23)C1,-8.408,0,0.5337353433835846,0.5261211280628756,train,train,val,train,train,train,train,val,train,train
ZINC22186743,O=C(c1cc2ccccc2s1)N1CCN(Cc2csc(-c3ccccc3)n2)CC1,-7.865,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,val,train,val,train,train
ZINC31864976,O=C(Cc1csc(-c2ccncc2)n1)N1CCN(c2ccccc2F)CC1,-7.345,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
ZINC00634002,Clc1ccc([C@@H]2C[C@H](c3ccc(Br)cc3)n3ncnc3N2)cc1,-8.554,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC39457847,Cc1c(I)c2c(n1O)-c1nccc(Cc3ccccc3)c1C(=O)CC2,-8.348,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,val,train
ZINC41753354,CC[C@@](Nc1ccc(Br)cc1F)(C(=O)O)c1ccccc1,-8.374,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC32099358,Cc1ccc2cc(CCCCl)c(Cl)nc2c1,-8.319,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,val,train,train,train
ZINC50376521,CO[C@H]1CCC[C@H]1NC(=O)Nc1cc(C(=O)O)ccc1C,-7.312,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,train
10621689,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,-11.04,1,7.910625620655412,10.070796460176991,train,val,train,train,train,train,train,train,val,train
ZINC05238838,C[C@@H]1CCc2c(sc3[nH]c(SCC(=O)O[C@@H]4CCC[C@H](C)C4)nc(=O)c23)C1,-6.67,0,0.5337353433835846,0.5261211280628756,train,train,train,train,train,train,train,val,train,train
15887864,C[C@@H](Oc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1)C(C)(C)O,-10.116,1,7.910625620655412,10.070796460176991,train,train,train,val,train,train,train,train,val,train
ZINC62824370,Cc1ccc2nc(-c3cc(I)ccc3N)oc2c1,-7.9,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC04111911,Cc1noc(C)c1S(=O)(=O)N1CCCC(C(=O)N2CCC(C)CC2)C1,-7.72,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,train,train,train
ZINC20472234,C[C@@H](Nc1cccc(Cl)c1F)c1cc2cc(Br)ccc2o1,-8.353,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,train,train,train,val
ZINC00389357,O=c1ccc2cc3c4c(oc3cc2o1)CCCC4,-8.116,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,val,train,train,train
ZINC48631212,CN(c1cc(Cl)ncn1)[C@H]1CCSC1,-6.526,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,val,train,train,train,train
ZINC06935669,CCOc1cccc2c1N[C@H](c1ccc(Cl)cc1Cl)[C@H]1CC=C[C@H]21,-8.449,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,val,train,train,train
ZINC08776395,C[C@H]1CCc2nc(NC(=O)c3ccc(Br)s3)sc2C1,-6.393,0,0.5337353433835846,0.5261211280628756,train,train,train,val,train,train,train,val,train,train
ZINC65409899,CCCc1nc(C)cc(N2CCN(Cc3cnn4cccnc34)CC2)n1,-5.574,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,train,train,train
ZINC20081225,CCSC1=C(C#N)[C@H](c2ccc(C)cc2)C2C(=O)CCCC2=N1,-8.638,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
ZINC03303951,N#CCCN(C(=O)COc1ncnc2sc3c(c12)CCCC3)c1ccccc1,-6.465,0,0.5337353433835846,0.5261211280628756,train,val,train,train,train,train,train,val,train,train
ZINC57875394,C[C@@H](NCc1cc(=O)oc2cc3c(cc12)CCC3)c1cccc(Cl)c1,-8.668,0,0.5337353433835846,0.5261211280628756,train,train,train,train,val,train,val,train,train,train
