ID,smiles,docking_score,flag,split_1,split_2,split_3,split_4,split_5
ZINC51607999,Cc1cc(C)nc(S[C@]2(C(=O)O)CCC[C@@H](C)C2)n1,-7.503,0,train,val,train,train,train
ZINC39506803,CO[C@H]1CC[C@]2(C[C@H](Br)CN2Br)C1,-5.596,0,train,train,train,val,train
10740567,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,-11.06,1,train,train,train,train,val
44343489,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(Cl)c2Cl)cc1,-9.877,1,train,train,train,val,train
44271374,COc1ccc(-c2nc(C)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,-11.094,1,train,val,train,train,train
ZINC63908851,Cc1c(C(O)N2CCC[C@@H]2c2cccs2)[nH]c2cccc(O)c12,-8.539,0,train,train,train,val,train
8446687,CS(=O)(=O)c1ccc(C(=O)/C=C\c2ccc(Cl)c(Cl)c2)cc1,-7.165,1,train,train,train,train,val
ZINC37027027,Cc1cc(C(N)=O)ccc1N[C@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]21,-8.379,0,train,val,train,train,train
ZINC48945575,CCC[C@@H]1CC[C@@H](C#N)[C@H](N2CCOCC2(C)C)C1,-7.181,0,train,train,train,train,train
15461526,CC1(C)OC(=O)C(Oc2ccncc2)=C1c1ccc(S(C)(=O)=O)cc1,-8.153,1,train,train,train,train,train
44456826,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(F)cc3)cc(C(F)(F)F)n2)cc1,-10.325,1,train,train,train,val,train
ZINC39509309,CCO[C@@H]1CN(S(=O)(=O)C(C)C)[C@]2(CC[C@H](Cl)C2)C1,-6.672,0,train,val,train,train,train
ZINC41977876,O=C(O)[C@]1(Sc2ccccc2Cl)CCSc2ccccc21,-7.827,0,train,train,train,val,train
X102,COc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,-10.193,1,train,train,train,val,train
10598578,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,-11.699,1,train,val,train,train,train
ZINC42609772,C[C@H]1CCCC[C@@H]1N(C)c1cc(CO)c2ccccc2n1,-7.871,0,train,train,train,val,train
CHEMBL296220,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2Oc2ccccc2)cc1,-10.689,1,train,train,train,train,val
ZINC38010312,Cc1cc(C)c(C(=O)O)c(O[C@H]2CCCC[C@@H]2C)n1,-7.502,0,train,train,val,train,train
ZINC40830676,Cc1n[nH]c(C)c1S(=O)(=O)N[C@@H]1CCC[C@H](O)C1,-6.122,0,train,train,train,val,train
ZINC50502850,Br[C@@H]1CCCCC[C@H]1OC[C@@H]1CCCO1,-7.105,0,train,train,val,train,train
ZINC09450323,O=C(Cc1cccs1)/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1c1ccc(Cl)cc1,-6.973,0,train,val,train,train,train
ZINC37152841,CCC[C@@H]1CC[C@H](C#N)[C@H](OC/C=C/c2ccccc2)C1,-6.675,0,train,train,val,train,train
44286194,Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)nc1,-5.083,1,train,train,train,train,val
ZINC41962363,O=C(O)[C@]1(Oc2ccccc2I)CCc2ccccc21,-7.573,0,train,train,train,train,val
22285769,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2cccc(Cl)c2)cc1,-10.105,1,train,train,train,train,val
ZINC52144679,C=C[C@H](C)[C@@H]1C[C@H](C)CC[C@H]1O,-5.845,0,train,train,train,val,train
ZINC20576454,CC[C@H]1CCCC[C@H]1Oc1ccc(/C=C/C(=O)O)cc1,-6.004,0,train,train,train,val,train
ZINC06755525,CC1=NN(C(=O)c2ccc(Cl)cc2O)[C@](O)(C(F)(F)F)C1,-8.544,0,train,val,train,train,train
90645140,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3ccc(Cl)cc3)nc2-c2ccccc2)cc1,-5.968,1,train,train,train,train,train
CHEMBL434673,CC(C)Oc1c(-c2ccc(S(C)(=O)=O)cc2)cnn(Cc2ccccc2)c1=O,-7.826,1,train,train,train,val,train
ZINC62830637,C[C@H]1CCC[C@@](SC2CCCC2)(C(=O)O)C1,-6.426,0,train,train,val,train,train
15524017,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1,-10.679,1,train,train,train,val,train
9967049,Cc1cnc(-c2cccnc2)c(-c2ccc(S(C)(=O)=O)cc2)c1,-10.119,1,train,train,train,train,train
ZINC67646313,Cc1nccn1-c1ccc(CNC(=O)N[C@@H]2CCCC[C@H]2C(F)(F)F)cc1F,-6.749,0,train,train,train,train,train
ZINC49691743,CC[C@H]1CC[C@@H](C#N)[C@H](N2CCS(=O)CC2)C1,-7.073,0,train,train,train,train,val
10594921,CS(=O)(=O)c1ccc(C2=C(Oc3cc(F)cc(F)c3)C(=O)CC2)cc1,-10.741,1,train,train,train,val,train
44456665,NS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1,-10.925,1,train,val,train,train,train
ZINC51992294,Cc1[nH]c(C2CC2)nc(=O)c1C(=O)N[C@@H]1CCCC[C@@H]1O,-7.446,0,train,train,val,train,train
44456639,Cc1ccc(CNc2cc(Cl)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,-9.92,1,train,train,train,train,val
22907695,COc1ccc(C2=CC3(C=C2c2ccc(S(C)(=O)=O)cc2)CC3)cc1Cl,-10.847,1,train,train,val,train,train
ZINC36858975,CC(C)[C@@H]1CC[C@H](C)C[C@H]1Nc1ccccc1Cl,-8.133,0,train,train,train,train,train
ZINC62959248,CCC1(C)CCN([C@@H]2CCCCCC2C(=O)O)CC1,-6.882,0,train,train,train,train,train
11036302,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,-10.603,1,train,val,train,train,train
ZINC36858467,CC(=O)c1ccc(O[C@@H]2C[C@H](C)CC[C@@H]2C(C)C)c(F)c1,-8.406,0,train,train,train,train,train
ZINC41047024,C#Cc1cccc(N[C@H]2C[C@H]3CC[C@@H]2C3)c1,-6.414,0,train,train,train,train,train
10159879,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,-11.534,1,train,train,val,train,train
10598294,CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,-11.827,1,train,train,train,train,train
ZINC50503059,Br[C@H]1CCCC[C@H]1OC1CCCCCC1,-7.213,0,train,train,val,train,train
11472579,O=S(=O)(Nc1ccncc1Nc1ccccc1)C(F)(F)F,-6.493,1,train,val,train,train,train
ZINC39526100,CO[C@H]1CCC[C@@]2(CCC[C@H](Cl)N2I)C1,-5.993,0,train,train,train,train,train
ZINC20019991,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1Nc1cccc2cccnc12,-7.729,0,train,train,val,train,train
10619336,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,-10.742,1,train,train,train,val,train
44394120,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,-11.161,1,train,train,train,train,train
10109075,Cc1ccncc1-c1ncc(Cl)cc1-c1ccc(S(C)(=O)=O)cc1,-10.332,1,train,train,train,val,train
10596233,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)c(F)c3)CCC2)cc1,-10.517,1,train,train,train,train,val
ZINC36865946,CC(C)[C@H]1CC[C@@H](C)C[C@H]1Oc1cc(C(=O)O)ccn1,-7.513,0,train,train,val,train,train
9865298,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,-10.626,1,train,train,val,train,train
ZINC09577161,CC(C)CC(=O)/N=C1\S[C@H]2CS(=O)(=O)C[C@H]2N1C,-7.304,0,train,val,train,train,train
ZINC39526189,CCO[C@@H]1CCC[C@]2(CCC[C@H](I)N2I)C1,-5.159,0,train,val,train,train,train
71583324,CSc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)[nH]1,-10.202,1,train,train,val,train,train
ZINC61606460,C[C@H]1CCCC[C@@]1(Sc1n[nH]c(=O)n1C1CC1)C(=O)O,-8.136,0,train,train,train,val,train
ZINC41981140,CCS[C@@]1(C(=O)O)CCCCc2ccccc21,-7.136,0,train,train,val,train,train
CHEMBL605820,Cc1c(CC(=O)OC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,-5.566,1,train,train,train,train,train
443378,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2cccnc2)cc1,-9.866,1,train,train,val,train,train
ZINC39544269,CCCN(C(=O)C1CC(OC)C2=Nc3ccccc3CN21)c1ccccc1O,-7.327,0,train,train,train,train,val
ZINC51602925,C[C@@H]1C(C(=O)O)[C@@H](C)CC(=O)N1C1CCCCCCC1,-9.344,0,train,val,train,train,train
162672146,C/C(=N/NC(N)=O)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,-5.634,1,train,train,train,train,train
ZINC58343643,COc1ccccc1CC1CCN(c2c[nH+][n-]c(=O)c2Cl)CC1,-8.271,0,train,train,val,train,train
44400775,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccc(F)c(F)c2CS3)cc1,-11.757,1,train,train,train,train,train
ZINC18276701,CC(C)CCN1N[C@@]2(CCC[C@@H](C)C2)NC1=S,-7.549,0,train,train,train,train,train
76311577,CS(=O)(=O)c1ccc(-c2nc(N[C@@H]3CC=CCC3)cc(C(F)(F)F)n2)cc1,-10.85,1,train,train,train,train,val
ZINC41925789,C[C@H]1CCCC[C@@H]1O[C@@](C)(CCc1ccccc1)C(=O)O,-7.027,0,train,train,train,train,train
ZINC54694262,C[C@@H]1CCC[C@H](SC2(C(=O)O)CCCC2)C1,-8.03,0,train,train,val,train,train
ZINC37122290,C[C@@H]1CCC[C@@H](Nc2cc(C(=O)O)c(F)cc2F)C1,-8.23,0,train,train,train,val,train
164614893,CCc1cnc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,-9.35,1,train,val,train,train,train
ZINC39507199,CS[C@@H]1CN(I)[C@@]2(CC[C@H](S(=O)(=O)C(C)C)C2)C1,-6.167,0,train,train,train,train,train
ZINC52309850,Cc1cc(S[C@H]2CCCCC[C@H]2C#N)n(C)n1,-8.548,0,train,train,train,train,val
10668540,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1F,-11.477,1,train,train,train,train,val
ZINC32975368,CN1CCN(C(=O)C2CS[C@]3(C)CCC(=O)N23)CC1,-7.714,0,train,train,train,train,val
10784741,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)nc1,-10.926,1,train,train,train,train,val
ZINC37055837,Cc1ccc(N[C@@H]2CCC[C@@H](C)C2)cc1I,-6.853,0,train,val,train,train,train
119607,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,-9.136,1,train,val,train,train,train
44456617,Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,-10.644,1,train,train,train,val,train
ZINC26522816,C[C@H](CO)[C@H]1CC[C@H]2[C@@H](OC(=O)c3ccccc3)CCC[C@]12C,-7.007,0,train,train,train,val,train
ZINC35215076,CC[C@H]1SCC(C(=O)N2CCC3(CC2)OCCO3)N1C(=O)C=C(C)C,-7.074,0,train,train,train,train,train
51039217,CONS(=O)(=O)CCOC(=O)C(C)c1ccc(CC(C)C)cc1,-8.358,1,train,train,val,train,train
155563991,COc1ccc(/C=N/c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1OC,-9.878,1,train,train,train,train,train
22034379,CS(=O)(=O)c1ccc2c(Sc3ccccc3Cl)c(C#N)[nH]c2c1,-9.747,1,train,train,val,train,train
10408494,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1F,-11.28,1,train,train,train,val,train
ZINC48758006,CCc1nnc(NC(=O)C(=O)N2CCC(CC)CC2)s1,-7.674,0,train,train,train,train,train
44474284,CCc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1,-7.377,1,train,train,train,train,train
ZINC62234328,CCCC[C@]1(C(=O)O)CCCOC1,-5.513,0,train,train,train,train,val
ZINC37154087,CC(C)(C)[C@@H]1CC[C@@H](C#N)[C@H](Sc2ccccc2)C1,-8.032,0,train,train,val,train,train
44456662,CCc1c(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,-10.732,1,train,train,val,train,train
136152996,CS(=O)(=O)c1ccc(-c2nc(=O)cc(NCc3ccccc3)[nH]2)cc1,-9.819,1,train,train,train,val,train
ZINC39503347,Oc1ccccc1N1C[C@@H](Cc2ccccc2)C[C@@]12CC[C@H](O)C2,-8.53,0,train,train,val,train,train
ZINC37342321,CC[C@@H]1CCCC[C@@H]1OCC(=O)c1cc2ccccc2o1,-7.218,0,train,val,train,train,train
10742004,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,-10.334,1,train,val,train,train,train
ZINC48335083,N#CCCCN1CCN(C2CCCC2)CC1,-6.262,0,train,train,train,train,train
10832407,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1,-10.752,1,train,train,train,train,train
ZINC37303362,CC(C)[C@H]1CC[C@@H](C)C[C@H]1OCc1nc(CCl)cs1,-7.843,0,train,train,train,train,val
57403614,NC(Cc1c[nH]c2ccccc12)C(=O)NC(CS)C(=O)NC(CO)C(=O)O,-7.613,1,train,train,train,val,train
16007066,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(-c3nn[nH]n3)cc2)cc1,-10.208,1,train,val,train,train,train
ZINC54185547,N#C[C@@H]1CCCC[C@@H]1Sc1cccc(Cl)c1,-8.177,0,train,val,train,train,train
44456567,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(Cl)s3)cc(C(F)(F)F)n2)cc1,-9.672,1,train,train,train,train,train
1981,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-6.05,1,train,train,train,train,train
76327241,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,-8.747,1,train,train,train,train,val
ZINC61570947,CC(C)c1ccccc1N[C@H]1CCCSC1,-7.513,0,train,train,train,train,train
22285784,Cc1ccc2[nH]c(-c3ccc(S(N)(=O)=O)cc3)c(-c3ccccc3)c2c1,-9.291,1,train,train,val,train,train
ZINC66619179,Cc1ccnc(NC(=O)C2CCN(C(=O)C[C@H]3C[C@@H](C)CC(C)(C)C3)CC2)c1,-7.953,0,train,train,train,val,train
ZINC49627432,CC[C@H]1CCCC[C@@H]1OCc1cccc(/C=C/C(=O)O)c1,-7.726,0,train,train,train,train,train
9861854,Cc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,-9.612,1,train,train,val,train,train
44371478,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)c(F)c2)cc1,-10.477,1,train,val,train,train,train
18969738,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,-9.625,1,train,train,train,train,train
ZINC20566742,CC(C)[C@H]1CC[C@H](C)C[C@@H]1Nc1ccccc1OC(F)F,-7.455,0,train,train,train,train,val
10572128,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,-11.569,1,train,val,train,train,train
ZINC67453390,O=C(CSCc1nc(Cc2cccc(Cl)c2)no1)NC1CCCCC1,-7.066,0,train,train,train,train,train
10222861,CCN(CC)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,-9.549,1,train,train,val,train,train
9929562,CC1(C)OC(=O)C(Oc2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,-6.766,1,train,train,train,val,train
44394233,Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1F,-11.809,1,train,train,val,train,train
ZINC37101529,C[C@@H]1CCC[C@@H](C)C1Nc1ccc(Cl)c2ncccc12,-8.174,0,train,train,train,val,train
ZINC04034866,O=C(NC(Cc1ccccc1)C(=O)N1CCC2(CC1)OCCO2)C1CCCCC1,-8.344,0,train,val,train,train,train
127037905,NS(=O)(=O)c1ccc(N2N=C(c3ccco3)C[C@H]2c2ccc(C(F)(F)F)cc2)cc1,-11.07,1,train,train,train,train,val
44456773,CS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1,-10.212,1,train,train,train,train,train
ZINC00898141,C[C@@]1(C(=O)O)CCC[C@@]2(C)c3cc(O)ccc3CC[C@H]12,-6.905,0,train,train,train,train,train
ZINC37691788,O=C(O)c1c(O[C@@H]2CCCC[C@H]2O)ccc2ccccc12,-9.186,0,train,train,train,train,train
ZINC20509130,C[C@@H]1C[C@H](Oc2cc(C(=O)O)ccn2)CC(C)(C)C1,-7.996,0,train,train,train,train,val
ZINC41939776,C[C@H]1CCCC[C@@]1(Oc1cccc([N+](=O)[O-])c1)C(=O)O,-6.092,0,train,train,train,train,train
ZINC51603579,CC[C@H]1CCCC[C@H]1N1C(=O)C[C@@H](C)C(C(=O)O)[C@H]1C,-8.22,0,train,val,train,train,train
44400928,Cc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,-11.956,1,train,train,val,train,train
ZINC09510547,CC(=O)c1cccc([N+]2=C(NC(=O)CC3CCCCC3)S[C@@H]3CS(=O)(=O)C[C@@H]32)c1,-4.18,0,train,train,train,val,train
ZINC20004262,C[C@H]1[C@@H](N[C@@H](C)c2cccc(Br)c2)CCC[C@@H]1C,-7.715,0,train,train,train,train,train
ZINC67144111,CC(NC(=O)OC(C)(C)C)C(=O)N[C@@H]1CCCC[C@H]1C(F)(F)F,-7.012,0,train,train,train,train,train
ZINC35471349,CCCN(CC(=O)N1CCn2cccc2[C@@H]1c1cccc(F)c1)C(=O)c1ccco1,-5.752,0,train,val,train,train,train
ZINC39506249,O=S(=O)(Oc1ccccc1)[C@H]1CC[C@@]2(C[C@H](Br)CN2Cl)C1,-7.766,0,train,train,train,train,train
ZINC37155049,COc1ccc(S[C@@H]2C[C@@H](C(C)(C)C)CC[C@@H]2C#N)cc1,-7.253,0,train,val,train,train,train
ZINC40010347,C[C@@H]1CC=C2c3c([nH]c(COC(=O)c4ccc(C=O)cc4)nc3=O)S[C@H]2C1,-4.988,0,train,train,val,train,train
155545220,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2cccc(F)c2)cc1,-10.608,1,train,train,train,train,val
ZINC39505712,CC(C)S(=O)(=O)[C@@H]1CC[C@@]2(C[C@H](I)CN2F)C1,-5.932,0,train,train,val,train,train
162671489,C/C(=N/NC(N)=S)c1nnn(-c2ccc(C(=O)O)cc2)c1C,-7.909,1,train,train,train,val,train
145990110,CS(=O)(=O)c1ccc(-c2conc2-c2ccc(F)cc2)cc1,-9.654,1,train,val,train,train,train
10251114,C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,-11.64,1,train,train,train,train,val
ZINC36854511,CC(C)[C@H]1CC[C@@H](C)C[C@H]1OCc1cc(C#N)ccc1F,-7.626,0,train,train,train,train,train
ZINC54933038,CCC[C@@H]1CC[C@H](C#N)[C@H](Oc2cc(F)cc(F)c2)C1,-6.89,0,train,val,train,train,train
118705849,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)C[C@H]2c2ccc3c(c2)OCCO3)cc1,-11.112,1,train,train,val,train,train
10041271,Cc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,-9.986,1,train,train,train,train,train
10668860,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)c(F)c2)cc1,-11.284,1,train,train,train,train,val
10760894,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CC3(CC3)C2)cc1,-10.319,1,train,train,train,val,train
ZINC20557379,Cc1ccc(O)c2c1C(C)C[C@H]2Nc1ccccc1Br,-7.828,0,train,train,val,train,train
9817355,CCSc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1,-8.639,1,train,train,train,val,train
ZINC52147210,Br[C@H]1CCCC[C@H]1OCC1CCCCC1,-6.48,0,train,train,val,train,train
10666170,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,-11.569,1,train,val,train,train,train
44339126,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)COC3)cc1,-11.402,1,train,train,val,train,train
ZINC62765213,C[C@H]1CCC(C(=O)O)[C@H](Sc2nnnn2C2CCCC2)C1,-7.956,0,train,train,train,train,val
ZINC62625240,N#C[C@H]1CCCC[C@@H]1c1c(Cl)cccc1Cl,-7.814,0,train,train,train,train,val
ZINC11290112,Cc1ccc(CNC(=O)CN2C(=O)N[C@@]3(CCCC[C@@H]3C)C2=O)cc1F,-5.639,0,train,train,train,train,val
10200696,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,-10.291,1,train,train,train,train,val
71583439,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(Cl)cc2)cc1,-10.389,1,train,val,train,train,train
ZINC41978296,CC(C)[C@H]1CC[C@@H](C)C[C@@]1(Sc1ccccn1)C(=O)O,-6.967,0,train,train,val,train,train
ZINC62761751,C[C@@H]1CCC[C@@H](O[C@@H]2CCCC2C(=O)O)C1,-7.207,0,train,train,train,train,val
18969732,CC1(C)C(=NO)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,-9.991,1,train,train,train,train,val
155562273,N#CCC(=O)Nc1nnc(-c2cccnc2)o1,-5.358,1,train,train,train,train,val
ZINC39520450,CC(C)S(=O)(=O)[C@@H]1CC[C@]2(C1)[C@H](F)CCCN2Br,-7.112,0,train,train,train,train,val
ZINC63671467,Cc1[nH]ncc1CNC(=O)c1ccc2c(c1)NC(=O)C1CCCCN21,-4.71,0,train,train,val,train,train
44294003,CS(=O)(=O)c1ccc(-c2cn(-c3ccccc3F)c(O)c2-c2ccc(F)cc2)cc1,-10.783,1,train,train,train,train,train
ZINC35624317,COc1cc(Cl)c(C)cc1N[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]21,-7.121,0,train,val,train,train,train
10641380,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,-11.302,1,train,train,train,val,train
10133653,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,-10.608,1,train,train,train,val,train
ZINC16448295,O=C(C(O)c1ccccc1)N1N=C2CCCC[C@@H]2[C@@]1(O)C(F)(F)F,-7.923,0,train,train,train,train,train
44456684,Cc1c(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,-10.923,1,train,train,train,val,train
CHEMBL549958,CS(=O)(=O)c1ccc([C@H]2Sc3ccccc3C(=O)N2c2ccc(F)cc2)cc1,-11.344,1,train,train,train,val,train
ZINC20479153,C[C@@H]1CCC[C@@H](C)C1Nc1cccc(I)c1,-7.026,0,train,train,train,val,train
42612240,Nc1c(C(=O)N/N=C/c2ccccc2)cnn1-c1ccc(S(N)(=O)=O)cc1,-9.627,1,train,train,train,val,train
ZINC59291337,CC[C@@H]1CCCCN1C(=O)C1CC(=O)N(C2CCCCC2)C1,-8.353,0,train,train,train,train,val
CHEMBL597902,CS(=O)(=O)c1ccc(-c2nc3ccccc3c(C(=O)O)c2-c2ccccc2)cc1,-10.23,1,train,val,train,train,train
10643550,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1,-11.492,1,train,train,val,train,train
ZINC08973868,CC(=O)c1ccc([N+]2=C(NC(=O)CCC3CCCC3)S[C@@H]3CS(=O)(=O)C[C@H]32)cc1,-6.078,0,train,train,train,val,train
ZINC66608532,C[C@@H]1C[C@H](CC(=O)N2CCC3(CC2)OCCO3)CC(C)(C)C1,-7.711,0,train,train,train,train,val
10133748,CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCCC2)OCO3)cc1,-10.876,1,train,train,val,train,train
10201259,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(Cl)c1,-9.969,1,train,train,val,train,train
ZINC19264034,CCCCN(CC)C(=O)C1CC=CCC1C(=O)O,-6.731,0,train,train,val,train,train
10787918,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,-9.647,1,train,train,train,val,train
ZINC09240769,CC(C)CC(=O)NC1=[N+](c2cccc(Cl)c2Cl)[C@@H]2CS(=O)(=O)C[C@H]2S1,-7.574,0,train,train,val,train,train
129439,CC(NC(=O)CN)C(=O)NC(C(=O)O)C(C)C,-5.794,1,train,train,train,train,train
ZINC08974232,O=C(Cc1cccs1)/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1c1cccc(Cl)c1,-8.334,0,train,train,train,train,train
10224979,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2Cl)cc1,-10.976,1,train,train,train,val,train
9818233,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)CC2)cc1,-10.306,1,train,train,val,train,train
22285779,CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1,-10.576,1,train,train,val,train,train
ZINC20558527,C[C@H]1CCC[C@H](Nc2ccc(C(C)(C)C)cc2)C1,-7.876,0,train,val,train,train,train
ZINC41037467,C[C@H]1CCCC[C@@]1(NC(=O)c1cc(Cl)c(Cl)[nH]1)C(=O)O,-6.928,0,train,train,train,val,train
127030243,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(I)cc3)n2)cc1,-9.91,1,train,train,val,train,train
ZINC39325046,CCc1ccc([C@@H]2[C@H]3C[C@H](C)CC=C3C(C#N)C(=N)C2(C#N)C#N)cc1,-9.87,0,train,train,train,train,train
44336308,CCOc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,-8.407,1,train,val,train,train,train
10109982,CC(C)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,-10.832,1,train,train,train,train,train
ZINC37146242,CCC(C)(C)[C@H]1CC[C@@H](C#N)[C@H](N2C[C@H](C)C[C@H](C)C2)C1,-6.845,0,train,val,train,train,train
ZINC39511027,CO[C@@H]1CC[C@@]2(C1)[C@H](SC)CCCN2F,-7.218,0,train,train,train,train,val
ZINC01766503,C1=C2CC3(CC[C@@H]2[C@H](OCc2ccccc2)CC1)OCCO3,-8.127,0,train,val,train,train,train
ZINC52005195,O=C(CC1(C(=O)O)CCCCCC1)N[C@@H]1CCCC[C@@H]1O,-8.325,0,train,train,train,train,val
44370503,CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1,-11.481,1,train,train,train,val,train
ZINC61848523,C[C@H]1CCCC[C@@H]1Oc1ccc(C(=O)O)c(Cl)c1,-8.32,0,train,train,train,val,train
