ID,smiles,docking_score,split_random,flag,weight_actives,split_scaffold,weight_lowscores
ZINC19212057,COCc1nn2c(=O)cc(Cc3ccsc3)[nH]c2c1-c1ccc(C)cc1,-6.813,train,0,0.5590832952641998,train,0.539529757531227
ZINC36626470,CCCCN(C(=O)COC(=O)c1cc2c(C)cc(C)cc2[nH]1)c1c(N)n(CCC)c(=O)[nH]c1=O,-6.46,train,0,0.5590832952641998,train,0.539529757531227
ZINC64640213,Cc1ccccc1[C@@H]1[C@H]2N=c3ccccc3=C2CC[N@]1Cc1ccc(CO)o1,-7.943,train,0,0.5590832952641998,train,0.539529757531227
ZINC45145573,C[C@H](/C(N)=N/O)N(C)C(=O)NC(C)(C)C,-5.688,train,0,0.5590832952641998,train,0.539529757531227
ZINC38804197,O=C(NOC(=O)[C@@H]1CCc2ccccc2C1)OCC1c2ccccc2-c2ccccc21,-8.288,train,0,0.5590832952641998,val,0.539529757531227
ZINC56596928,CCN(C(=O)Nc1cccc(-c2nnnn2C)c1)[C@H](C)c1cc2ccccc2o1,-6.294,train,0,0.5590832952641998,val,0.539529757531227
ZINC39315625,Cc1cc(C)c2c(n1)S[C@@H]1C2=NC(=O)C2=C1OC(N)=C(C#N)[C@@H]2c1ccccc1,-6.878,train,0,0.5590832952641998,train,0.539529757531227
ZINC64057388,CNC(=O)NC(=O)CCN1C[C@H](c2ccccc2Cl)C2=c3ccccc3=N[C@H]2[C@@H]1C,-8.721,train,0,0.5590832952641998,val,0.539529757531227
ZINC58982510,C[C@]1(c2cccc(NC(=O)C[C@H]3Sc4ccc(Cl)cc4NC3=O)c2)NC(=O)NC1=O,-8.261,train,0,0.5590832952641998,train,0.539529757531227
ZINC66939192,CC(C)OCc1ccccc1CN[C@H](C(N)=O)c1ccc(F)cc1,-8.427,train,0,0.5590832952641998,train,0.539529757531227
ZINC30779177,NC(=O)Nc1ccc(CC(=O)OCCn2c(=O)oc3ccccc32)cc1,-6.785,train,0,0.5590832952641998,train,0.539529757531227
ZINC67190420,Cc1nc(-c2ccccc2)sc1CNC(=O)[C@@H](CC(C)C)NC(N)=O,-7.749,train,0,0.5590832952641998,val,0.539529757531227
ZINC21665515,Cc1ccc(CNC(=O)[C@@H](C)Sc2nnc(C3CCCCC3)n2N)cc1,-6.765,train,0,0.5590832952641998,train,0.539529757531227
ZINC02794135,Cc1cc(NC(=O)c2ccn(COc3ccc(Cl)cc3Cl)n2)no1,-5.795,train,0,0.5590832952641998,train,0.539529757531227
ZINC15226110,CCOc1cc(/C=N/NC(=O)C(=O)NC2CCCC2)ccc1O,-5.675,train,0,0.5590832952641998,train,0.539529757531227
6539385,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,-9.049,train,1,4.731314432989691,train,6.824349442379182
ZINC39684060,CCCCC(=O)N1C[C@@H](C(=O)NCCc2c[nH]c3c(C)cccc23)C2(CCNCC2)C1,-7.379,train,0,0.5590832952641998,val,0.539529757531227
ZINC64684461,Cc1occc1[C@H]1NN[C@@H](SCC(=O)N[C@H](CC2=c3ccccc3=NC2)C(=O)O)O1,-9.43,train,0,0.5590832952641998,val,6.824349442379182
ZINC23506704,Cc1cc(C)c(-n2cccn2)c(CN2CCC[C@@H]2c2ccc(C(N)=O)s2)c1,-7.598,train,0,0.5590832952641998,train,0.539529757531227
ZINC04123528,Cc1n[nH]c2c1[C@]1(C(=O)N(CCc3ccccc3)c3ccccc31)C(C#N)=C(N)O2,-6.302,train,0,0.5590832952641998,train,0.539529757531227
ZINC15968020,NC(=O)C[C@@H]1N[C@@]2(C(=O)Nc3c(Cl)cccc32)[C@H]2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@@H]12,-6.972,train,0,0.5590832952641998,train,0.539529757531227
ZINC24716994,NS(=O)(=O)c1ccc2c(c1)CCN2CC(=O)c1c[nH]c(C(=O)N2CCCC2)c1,-7.731,train,0,0.5590832952641998,train,0.539529757531227
ZINC04517250,CC1=C(C(=O)OCc2ccccc2)[C@]2(C(=O)N1)C(C#N)=C(N)Oc1ccccc12,-5.544,train,0,0.5590832952641998,train,0.539529757531227
ZINC21601059,C[C@H]1Oc2ccc(NC(=O)c3ccccc3C(F)(F)F)cc2NC1=O,-7.916,train,0,0.5590832952641998,val,0.539529757531227
ZINC53249439,C[C@@H](NC(=O)N(C)[C@H]1CCC[N@@](C)C1)C(=O)O,-5.219,train,0,0.5590832952641998,train,0.539529757531227
73352115,COc1ccccc1-c1ccc(CNc2nc(N[C@H]3CC[C@@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,-9.631,train,1,4.731314432989691,train,6.824349442379182
ZINC38829474,O=C1C[C@H](c2ccccc2O)Cc2c1cnc1nc(NCCc3ccccc3)[nH]c(=O)c21,-7.989,train,0,0.5590832952641998,train,0.539529757531227
ZINC13844174,NC(=O)c1c(NC(=O)CSc2nc(O)c(-c3ccccc3)c(=O)[nH]2)sc2c1CCCC2,-8.671,train,0,0.5590832952641998,val,0.539529757531227
ZINC63830668,O=C1N[C@@H](CC2=c3ccccc3=NC2)C(=O)N1CC1=C(Cl)SNN1,-7.199,train,0,0.5590832952641998,val,0.539529757531227
CHEMBL3896841,CC(C)(O)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,-8.833,train,1,4.731314432989691,train,0.539529757531227
ZINC34906270,CCNC(=O)N[C@H]1CCCC[C@H]1NC(=O)c1csc(COc2ccc(C(C)C)cc2)n1,-7.525,train,0,0.5590832952641998,train,0.539529757531227
ZINC04971302,C[C@H]1CCCC[C@H]1Nc1c([N+](=O)[O-])nn(-c2ccccc2)[n+]1[O-],-6.95,train,0,0.5590832952641998,train,0.539529757531227
ZINC21706065,CC[C@]1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)NC(=O)NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)C1=O,-5.004,train,0,0.5590832952641998,val,0.539529757531227
ZINC21814588,NC(=S)c1ccc(COc2ccc3sc(=O)oc3c2)cc1,-7.442,train,0,0.5590832952641998,train,0.539529757531227
ZINC13564460,COc1ccc(N(C(=O)CNC(=O)c2cccs2)[C@H](C(=O)NC(C)(C)C)c2ccccc2)cc1OC,-3.605,train,0,0.5590832952641998,train,0.539529757531227
ZINC01646896,COc1cc2cc(C(=O)N3C[C@@H](CCl)c4ccc(O)cc43)[nH]c2c(OC)c1OC,-7.013,train,0,0.5590832952641998,train,0.539529757531227
ZINC43167554,O=C(NCCCNC1=CC=CCN1)N[C@H]1CCSc2ccccc21,-7.107,train,0,0.5590832952641998,train,0.539529757531227
ZINC15920098,CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCO)[C@H]2c2ccc(O)c(OCC)c2)cc1,-6.52,train,0,0.5590832952641998,train,0.539529757531227
ZINC39237433,CCOC(=O)[C@@H]1C2=C(CCCC2)S[C@@H]1NC(=O)[C@@H](CC)Sc1nc(N)cc(=O)[nH]1,-6.813,train,0,0.5590832952641998,train,0.539529757531227
ZINC33450939,NC(=O)C1CCN(c2nc3ccccn3c(=O)c2/C=C2/SC(=S)N(CCCC(=O)O)C2=O)CC1,-6.694,train,0,0.5590832952641998,train,0.539529757531227
ZINC53327774,CCn1c(NNC(=O)C(C)(C)NC(=O)NC)nc2ccccc2c1=O,-6.76,train,0,0.5590832952641998,train,0.539529757531227
ZINC20694609,COc1cccc([C@H]2Nc3ccc(S(=O)(=O)NC[C@H]4CCCO4)cc3[C@H]3C=CC[C@H]32)c1O,-6.863,train,0,0.5590832952641998,train,0.539529757531227
ZINC65839896,CCN(C(=O)c1ccc(S(N)(=O)=O)o1)[C@@H](C)c1ccc(C#N)cc1,-6.756,train,0,0.5590832952641998,train,0.539529757531227
ZINC09008486,CN(C)CCCN1C(=O)C(=O)/C(=C(/O)c2ccc(S(=O)(=O)N(C)C)cc2)[C@@H]1c1ccc(Cl)cc1,-3.949,train,0,0.5590832952641998,train,0.539529757531227
ZINC13014081,O=C(Nc1ccnn1Cc1ccco1)c1cccnc1Nc1ccccc1F,-6.571,train,0,0.5590832952641998,train,0.539529757531227
ZINC02130313,O=C1[C@H]2[C@@H](Cc3ccc(O)c(O)c3)N[C@@]3(C(=O)Nc4ccccc43)[C@H]2C(=O)N1C1CCCCC1,-7.793,train,0,0.5590832952641998,train,0.539529757531227
ZINC17356556,Nc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1[N+](=O)[O-],-5.595,train,0,0.5590832952641998,train,0.539529757531227
ZINC13521666,COc1ccc([C@@H]2C[C@@]3(CC(C)(C)NC(=S)N3)Oc3cc(O)cc(C)c32)cc1OC,-3.913,train,0,0.5590832952641998,train,0.539529757531227
ZINC22021872,Cc1cccc(-n2c(=O)c3ccccc3n3c(S[C@@H](C)C(N)=O)nnc23)c1C,-7.376,train,0,0.5590832952641998,train,0.539529757531227
ZINC39920609,Cc1ccc(O[C@@H](C)C(=O)NN2C(=O)c3cc(Br)ccc3N[C@H]2c2ccc(O)cc2)cc1,-7.247,train,0,0.5590832952641998,train,0.539529757531227
ZINC08624336,O=C(NC[C@@H]1O[C@H](CC(=O)N2CCc3ccccc32)[C@H](O)[C@@H]1O)NC1CCCCC1,-7.536,train,0,0.5590832952641998,train,0.539529757531227
ZINC50583707,C[C@@H](NC(=O)/C=C/c1cscn1)c1ccc2[nH]c(=O)[nH]c2c1,-7.241,train,0,0.5590832952641998,train,0.539529757531227
ZINC29912570,CC[C@@H](CNC(=O)c1ccccc1OCC(N)=O)[N@@]1CCc2ccccc2C1,-7.597,train,0,0.5590832952641998,val,0.539529757531227
ZINC61079720,C[C@@H](NC(=O)c1cc(N)c(F)cc1Br)C(N)=O,-7.3,train,0,0.5590832952641998,train,0.539529757531227
ZINC20877009,CC[C@@H](CO)NCc1cc(Br)c(OC[C@H](O)c2ccc3c(c2)OCO3)c(OC)c1,-7.962,train,0,0.5590832952641998,train,0.539529757531227
ZINC08546872,C[C@H]1CCCC[C@H]1NC(=O)COC(=O)c1cc(Cl)c2c(c1)OCO2,-6.776,train,0,0.5590832952641998,train,0.539529757531227
ZINC26112400,C[C@H](Sc1nc2ccsc2c(=O)n1C)C(=O)NC(=O)NC(C)(C)C,-6.957,train,0,0.5590832952641998,train,0.539529757531227
ZINC25530141,CCC[C@@H](NC(=O)NCc1ccc(F)cc1)C(=O)NNC(=O)COc1ccc(Cl)c(C)c1,-8.602,train,0,0.5590832952641998,val,0.539529757531227
ZINC12375038,N#CC1=C(N)n2c(s/c(=C/c3ccc4c(c3)OCO4)c2=O)=C(C(N)=O)[C@@H]1c1ccc2c(c1)OCO2,-4.105,train,0,0.5590832952641998,train,0.539529757531227
ZINC39601398,COc1c(Cl)cc(C(=O)N2C[C@@H](C(=O)NCCC(C)C)C3(CCNCC3)C2)cc1Cl,-5.534,train,0,0.5590832952641998,val,0.539529757531227
ZINC63472728,O=C1[C@@H]2[C@H](CC3=c4ccccc4=NC3)N[C@]3(C(=O)Nc4ccc(F)cc43)[C@@H]2C(=O)N1C1CCCCC1,-7.628,train,0,0.5590832952641998,train,0.539529757531227
CHEMBL470439,CCc1cc2c(N/N=C\c3cccs3)ncnc2s1,-8.308,train,1,4.731314432989691,train,0.539529757531227
24769357,O=C(CNc1ccc(Cl)cc1)Nc1nc2ccc3[nH]ncc3c2s1,-6.733,train,1,4.731314432989691,train,0.539529757531227
ZINC14394603,C[C@H]1[C@@H](C)CCC[C@H]1NC(=S)NNC(=O)Cn1c(=O)n(C)c2ccccc21,-7.42,train,0,0.5590832952641998,train,0.539529757531227
CHEMBL372207,O=c1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2n1C1CCCC1,-9.598,train,1,4.731314432989691,train,6.824349442379182
ZINC16134338,COc1cc(/C=N\NC(=O)[C@@H]2C(=O)NC[C@H]2c2ccccc2)c(Br)c(Br)c1O,-6.368,train,0,0.5590832952641998,train,0.539529757531227
ZINC44453345,CC(C)=NNC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,-5.407,train,0,0.5590832952641998,val,0.539529757531227
ZINC62349413,Cc1cc(N)cc(-c2nc(Cc3cccs3)no2)c1C,-7.333,train,0,0.5590832952641998,train,0.539529757531227
ZINC39657196,Cc1ccccc1CC(=O)N1C[C@@H](C(=O)N[C@@H](C)c2ccc(Br)cc2)C2(CCNCC2)C1,-5.612,train,0,0.5590832952641998,val,0.539529757531227
ZINC60156255,COc1cc(C(=O)NC[C@H](C)[N@]2CC[C@@H](C)CC2)c([N+](=O)[O-])cc1OCc1cscn1,-6.04,train,0,0.5590832952641998,train,0.539529757531227
ZINC21976078,C[C@@H](Sc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)C(=O)N1CCCc2ccccc21,-7.058,train,0,0.5590832952641998,train,0.539529757531227
ZINC63679596,O=C(NCCSC1=c2ccccc2=NC1)C(=O)[C@@H]1CN(CC(=O)N2CCOCC2)c2ccccc21,-7.251,train,0,0.5590832952641998,train,0.539529757531227
