ID,smiles,docking_score,flag,split,Fingerprint,TSNE_1,TSNE_2
162675557,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2cc(-c3cnccn3)ccc12,-9.87,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b333e0>,0.6085827,69.55527
23645569,CCN(CC)[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N(C)C)cc3)n3ncc(C(C)C)c3n2)CC1,-8.626,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b334c0>,29.510454,-9.040559
5331092,O=C1Nc2cccc(C3CCNCC3)c2/C1=C/c1[nH]cc2c1CCOC2=O,-8.18,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b335a0>,-49.7971,15.676244
168270842,CC(C)c1[nH]nc2c(NCc3ccc(-n4cccn4)cc3)nc(SCC(C)(C)O)nc12,-9.193,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33680>,32.065784,-59.010357
23645991,CCCCNC(=O)N1Cc2[nH]nc(NC(=O)Cc3ccc4ccccc4c3)c2C1,-9.716,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33760>,-25.578144,-35.190323
CHEMBL270132,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,-7.952,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33840>,-41.694622,19.90309
CHEMBL362109,COC(=O)NNC(=O)Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1ccc(OC)cc1,-10.917,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33920>,-56.793076,-16.92434
CHEMBL515631,CCCOc1c[nH]c(CN/C=C2\C(=O)NC(=O)c3ccc(C(C)(C)C)cc32)cc1=O,-9.456,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33a00>,-46.46717,9.998211
162676666,Fc1ccc2[nH]cc(-c3nc(N[C@H]4CCCNC4)ncc3Cl)c2c1,-8.818,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33ae0>,-0.59128463,58.112667
152665781,FC(F)(F)c1[nH]ncc1-c1nc2ccc3n[nH]c(I)c3c2c2c1CCCC2,-8.095,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33bc0>,-23.383678,35.101063
44129603,Cn1nc(C(=O)O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,-8.909,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33ca0>,31.105913,40.7951
142751883,Cn1ccc(-c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)n1,-10.223,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33d80>,-1.2200074,69.92834
113205132,Cc1c(C(=O)NCCc2ccc(F)cc2)[nH]c2cc(F)ccc12,-9.159,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33e60>,-30.543148,-17.567043
52944524,CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCOCC4)c3)nc1-2,-9.413,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b33f40>,38.943726,43.575397
CHEMBL401303,Clc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1,-8.436,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b340b0>,21.850916,-26.529211
5330331,O=c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2n1C1CCCC1,-9.73,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34190>,29.272379,19.351793
CHEMBL1650551,[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,-8.832,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34270>,6.577104,-8.437334
CHEMBL511520,CCc1cc2c(N/N=C\C(C)(C)C)ncnc2s1,-6.542,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34350>,9.325082,-27.864803
135403024,NC(=O)c1nn(-c2ccccc2)c2c1CCc1[nH]ncc1-2,-9.404,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34430>,-14.372009,30.504036
CHEMBL186898,O=C(Cc1ccc2[nH]cnc2c1)Nc1ncc(C2CCC2)s1,-9.518,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34510>,-6.4698563,-28.49086
155668690,Cn1ccc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2c1=O,-9.691,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b345f0>,43.729984,-1.6143866
CHEMBL269850,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,-8.678,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b346d0>,-41.550697,20.612812
CHEMBL5203908,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H](C)C2CC2)C(=O)C32CC2)cc1,-9.228,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b347b0>,38.949615,13.810197
CHEMBL4552441,CC(C)c1cnn2c(NCc3cccc4n[nH]cc34)nc(O[C@H]3CCCNC3)nc12,-9.735,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34890>,24.050652,-20.4763
44236353,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2,-8.195,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34970>,31.351799,41.11983
CHEMBL300389,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,-10.449,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34a50>,3.5523353,22.638668
162643280,N#Cc1cnc(N[C@H]2CCCNC2)nc1-c1[nH]nc2ccccc12,-8.548,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34b30>,-5.964132,59.08171
5330981,O=C(Nc1cc(C2CC2)[nH]n1)c1cccc(C(F)(F)F)c1,-8.836,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34c10>,-19.262062,-24.515657
135402933,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CC(C)C)[nH]c(=O)c12,-9.094,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34cf0>,-54.713234,-41.00493
127034423,CC(C)c1[nH]nc2c(NCc3ccc(-c4ccccn4)cc3)nc(N3CCCC[C@H]3CCO)nc12,-9.857,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34dd0>,24.67825,-53.165936
135402977,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CNC(=O)OC(C)(C)C)cc3)[nH]c(=O)c12,-9.096,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34eb0>,-53.542133,-43.35959
CHEMBL73214,CCSc1ccc2ncc(-c3ccnc(Nc4ccc(S(=O)(=O)NCCOC)cc4)n3)n2c1,-6.277,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b34f90>,7.7631097,28.283667
171347818,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(C)cc12,-8.199,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35070>,-31.054308,-18.05842
CHEMBL4294760,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N(C)CCN(C)C)cc3)nc1-2,-9.586,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35150>,32.48595,34.647255
172462367,N[C@@H]1CCN(c2c3c(nc4ccc(-c5ccnc(NC(=O)C6CCC6)c5)cc24)CCCCCC3)C1,-3.453,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35230>,-10.883905,-17.801548
171346108,CCOC(=O)c1s/c(=N\N=C(\C)[C@H]2Cc3ccccc3OC2=O)[nH]c1C,-6.665,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35310>,-10.118406,-11.988162
71579155,CC[C@@H](CO)Nc1nc(NCc2cccc(OC)c2OC)c2ncn(C(C)C)c2n1,-9.471,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b353f0>,39.69214,-31.592676
149919567,C=CC(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3cc4ccccc4cn3)C2)cc1,-10.005,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b354d0>,-3.016973,40.414856
71579160,CC[C@@H](CO)Nc1nc(NCc2cc(Cl)ccc2O)c2ncn(C(C)C)c2n1,-9.415,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b355b0>,39.31553,-32.87675
CHEMBL1800459,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCNCC2)n1,-10.067,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35690>,-11.609367,1.1867595
46228562,CC1(C)c2[nH]nc(NC(=O)c3cc(F)cc(F)c3)c2CN1C(=O)[C@H]1CC[N@](C)CC1,-10.155,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35770>,-36.073315,-46.262554
155550660,CCn1cnc2c(NCc3cccc(/C=C\C(=O)NO)c3)nc(N3CCOCC3)nc21,-10.522,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35850>,43.51286,-37.191696
CHEMBL301515,Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,-7.948,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35930>,-36.84598,0.30200294
49838820,CC(C)n1cnc2c(NCc3cc(Cl)ccc3O)nc(N[C@H]3CC[C@@H](N)CC3)nc21,-9.703,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35a10>,50.862083,-33.087482
172441791,N[C@@H]1CCN(c2c3c(nc4ccc(-c5ccnc(NC(=O)C6CC6)n5)cc24)CCCCCC3)C1,-4.77,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35af0>,-10.930416,-16.979153
11623420,Nc1cc(-c2ccccc2)nc2c(Br)cnn12,-7.48,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35bd0>,20.282368,-24.713911
CHEMBL292864,O=C1Nc2ccc(Br)cc2/C1=C/c1[nH]cc2c1CCOC2=O,-9.325,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35cb0>,-49.741596,17.009182
171356726,CC(C)NC(=O)O[C@H]1CC[C@H](c2cc(Nc3ccn(C)n3)n[nH]2)C1,-8.619,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35d90>,-19.223938,-32.231625
CHEMBL58466,O=C1Nc2cccc(C3CCNCC3)c2/C1=C/c1[nH]cc2c1CCNC2=O,-9.723,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35e70>,-50.221325,15.494826
76309434,CC[C@H](C)Oc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1C=O,-8.938,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b35f50>,13.034758,1.3614933
CHEMBL473887,CCc1c(C)sc2ncnc(N/N=C\c3cccs3)c12,-7.981,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36030>,8.736138,-26.640757
57531661,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccccc3)nc1-2,-9.235,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36110>,37.22899,40.66934
145969392,CC(C)CCn1cnc2c(Nc3ccc(Cl)cc3)nc(N[C@H]3CC[C@@H](N)CC3)nc21,-9.959,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b361f0>,54.959778,-18.776907
CHEMBL186511,O=C(Cc1ccccc1)Nc1ncc(C2CCCC2)s1,-9.11,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b362d0>,-5.800151,-28.142447
CHEMZINC03814437,CC(C)[C@@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,-9.923,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b363b0>,33.505814,-29.413591
CHEMBL301639,O=C1Nc2ccc(Cl)cc2/C1=C/c1[nH]cc2c1CCOC2=O,-9.762,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36490>,-49.588726,17.027227
CHEMBL3823278,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(C)n2)CC1,-9.057,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36570>,8.993398,48.497913
71518533,CC(C)n1cnc2c(Nc3cncnc3)nc(Nc3cncnc3)nc21,-9.171,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36650>,35.219944,-26.739477
45142016,Cn1nc(C(N)=O)c2c1-c1nc(NCc3ccccn3)ncc1CC2,-9.746,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36730>,27.935535,45.817524
171358431,N[C@H](COc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)Cc1ccccc1,-10.908,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36810>,-23.971523,-43.27663
162663439,CCc1cnc(N[C@H]2CCCNC2)nc1-c1n[nH]c2ncccc12,-8.95,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b368f0>,-5.116255,58.11199
44399701,O=c1c(Br)cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,-9.484,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b369d0>,30.126602,20.696585
135399743,Oc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1,-9.826,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36ab0>,26.21746,18.398787
CHEMBL2143507,CC(=O)Nc1ccc([C@H](C)C(=O)Nc2ncc(C(C)C)s2)cc1,-8.57,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36b90>,-3.294369,-25.938244
155665840,COc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cn3)ncc2Cl)c1,-8.168,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36c70>,15.754182,15.870139
CHEMBL3897592,C[C@@H](O)C[N@]1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)C[C@@H]1C,-9.576,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36d50>,34.258034,25.415073
137653052,CCN(CC)Cc1ccc(NC(=O)c2[nH]ncc2Nc2ncnc3sccc23)cc1,-7.846,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36e30>,-4.2183623,-51.46968
5330659,CC(C)[N@]1CCn2c3c(cccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4=O)C1,-8.354,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36f10>,-42.08085,2.1500814
CHEMBL59110,O=C1Nc2ccc(F)cc2/C1=C/c1[nH]cc2c1CCOC2=O,-9.804,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b36ff0>,-49.764263,16.996021
CHEMBL151551,COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCSCC4)cccc2-3)cc1,-10.348,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b370d0>,-57.240532,-20.81078
155677629,COc1cc(F)ccc1-c1nc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)ncc1F,-9.707,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b371b0>,27.5012,9.953237
127030848,CC(C)c1[nH]nc2c(NCc3ccc(-c4ccccn4)cc3)nc(NCCO)nc12,-9.345,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37290>,27.373241,-53.79857
CHEMBL136397,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(/C=C/c4ccc(O)cc4)c23)cc1,-9.136,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37370>,-26.586636,13.041331
136002671,NC(=O)c1ccc2c(c1)C(c1ccccc1F)=Nc1cn[nH]c1N2,-8.656,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37450>,-36.869484,9.894246
166176962,C=CC(=O)Nc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cncc(NC[C@H](O)c5ccccc5)c4)cc23)cc1,-11.395,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37530>,-24.992025,-41.903175
162665664,OCc1ncccc1-c1ccc2c(-c3nc(N[C@@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1,-10.095,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37610>,1.29199,70.663055
CHEMBL114917,COc1cccc(CC(=O)Nc2cc(C3CC3)[nH]n2)c1,-9.257,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b376f0>,-18.011032,-26.93557
5330620,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=S)c1c(F)cccc1F,-7.364,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b377d0>,-4.1444125,-6.5933475
134140824,CCc1cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,-9.614,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b378b0>,30.549335,20.878328
135402950,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3O)[nH]c(=O)c12,-9.265,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37990>,-56.36589,-41.084126
172461402,N[C@H]1CCN(c2c3c(nc4ccc(-c5ccnc(NC(=O)C6CC6)c5)cc24)CCCCC3)C1,-3.715,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37a70>,-11.141688,-17.606031
58890996,C[C@H](CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,-9.067,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37b50>,34.548332,5.908161
145980190,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(F)cc3)nc1-2,-9.692,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37c30>,32.33927,33.96056
CHEMBL148580,COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(=N)N)CC4)cccc2-3)cc1,-10.801,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37d10>,-57.14172,-21.20099
23643976,C[N@]1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,-7.989,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37df0>,-36.566044,-11.134412
136274355,O=S(=O)([N-][n+]1ccc2ccccc2c1)c1ccc(/N=C/c2c(O)[nH]c3ccc4ncsc4c23)cc1,-8.817,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b37ed0>,-29.259453,15.40041
162649190,CC[S@@](=N)(=O)c1ccc(Nc2ncc(Br)c(O[C@H](C)[C@H](C)O)n2)cc1,-10.016,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b38040>,38.974667,5.463683
CHEMBL2158859,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(=O)(=O)NC)c4)n3)ccn2)cc1,-9.901,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b38120>,1.2477735,24.150127
52949463,CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N(C)C)c3)nc1-2,-9.473,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b38200>,38.587166,42.782055
5329640,NC[C@H]1CC[N@](CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2C2CC2)CC1,-9.816,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b382e0>,-51.361385,-23.201355
CHEMBL455427,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)c(F)c3)n2)n1C(C)C,-10.147,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b383c0>,16.26213,26.233156
CHEMBL480442,CC(C)c1cnn2c(NCc3ccc(Cl)cc3)nc(N[C@@H](CO)C(C)C)nc12,-9.472,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5101230>,28.508617,-29.361431
172445428,CN1CCN(Cc2ccc(NC(=O)c3[nH]ncc3Nc3ccncn3)cc2)CC1,-8.913,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51012a0>,-6.539793,-51.172985
157605311,Cc1[nH]ncc1-c1nc2c(F)cc3[nH]ncc3c2c2c1CCCC2,-8.862,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5100dd0>,-24.878029,33.623425
71717352,CC(C)n1c(C(CO)CO)nc2c(Nc3cccnc3)ncnc21,-9.742,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5101930>,32.287792,-24.637928
137652854,COc1cccc(Nc2ncnc3c2ncn3[C@H]2C[C@@H](NC(=O)c3cccc(C)n3)C2)c1,-4.165,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5101af0>,46.56485,-17.198067
122185734,C[C@@H](CO)Nc1nc(Nc2ccc([S@@](N)=O)cc2)ncc1Br,-9.469,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5101d20>,34.35335,5.823987
12111717,CC(C)n1cnc2c(NCc3ccc(-c4cccs4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21,-9.636,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5101ee0>,53.98679,-29.621473
CHEMBL3962241,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(C[S@@](C)(=N)=O)c2)ncc1F,-9.783,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51020a0>,26.340649,5.1034145
CHEMBL5421048,Cn1cc(CCNc2ccc([N+](=O)[O-])cc2C(=O)O)c2ccc(F)cc21,-6.792,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102260>,-25.0294,-7.375474
CHEMBL475295,CC(C)c1cc2c(N/N=C\c3cccs3)ncnc2s1,-8.459,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102420>,9.764227,-26.409548
52940661,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C(=O)N5CCNCC5)CC4)ccc3OC(F)(F)F)ncc1CC2,-8.71,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51025e0>,25.60183,43.04296
44586803,O=C(NC1=NNC2=CC=C[C@@H]21)C1CC1,-8.091,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102730>,-16.307491,-19.826656
CHEMBL3960677,COc1cc(C[S@@](C)(=N)=O)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,-9.826,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51028f0>,26.33807,5.082199
5331097,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,-7.756,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102ab0>,-51.03805,17.461512
5330830,CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,-3.83,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102c70>,3.93666,-2.3241343
118714276,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2cnc3ccccn23)CC1,-9.557,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102e30>,-8.8402605,-40.9677
CHEMBL3354191,COC1CCN(c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2)CC1,-6.5,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5102ff0>,8.427039,-13.115742
135402865,CCCCOc1c(C(=O)c2c(F)cc(Cl)cc2F)cnc2n[nH]cc12,-4.797,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51031b0>,-16.192717,-7.2203383
135402968,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(OC)c3)[nH]c(=O)c12,-9.08,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5103370>,-55.465973,-43.82251
135403028,NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1[nH]ncc1-2,-8.098,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5103530>,-14.226151,30.474073
71580833,Nc1nccc(-n2cc(-c3ccn[nH]3)c3cnccc32)n1,-8.725,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51036f0>,-9.902766,15.480573
162674952,C[C@@H]1CCNC[C@H]1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,-9.306,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba51038b0>,1.7695888,57.42689
CHEMBL102636,COc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,-6.908,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5103a70>,17.800198,-2.3641024
5331028,COc1ccc(-n2[nH]c(C(N)=O)c3ccc4nncc4c32)cc1,-7.812,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5103c30>,-18.33363,20.698452
20609930,CC(C)n1cnc2c(NCc3ccc(-c4ccccc4Cl)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21,-9.43,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba5103ed0>,51.833885,-28.36709
