ID,smiles,docking_score,flag,split,Fingerprint,TSNE_1,TSNE_2
CHEMBL3965161,COc1cc(F)ccc1-c1nc(Nc2cccc(C[S@@](C)(=N)=O)c2)ncc1F,-9.688,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b05ee0>,25.554184,5.2371497
15838749,CC(C)n1cnc2c(Nc3ccc(-c4ccccc4)cc3)nc(N(CCO)CCO)nc21,-9.229,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b05fc0>,42.715004,-27.103817
44580807,c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1,-9.641,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b060a0>,5.829989,17.88425
135403002,COc1ccc(-c2[nH][nH]c3c4cccc(NC(=O)/N=N/C(=O)Nc5ccccc5)c4c(O)c2-3)cc1,-4.327,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06180>,-65.42851,-9.714203
5330278,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,-8.811,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06260>,29.43579,21.67076
5330780,Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,-7.869,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06340>,-45.193245,-1.3388805
118714255,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2ccccc2)CC1,-8.61,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06420>,-9.127677,-40.947945
46887071,CC(C)c1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,-9.702,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06500>,26.501944,40.228935
168272953,CC[C@@H](O)CSc1n/c(=N\Cc2ccc(-n3cccn3)cc2)c2n[nH]c(C(C)C)c2[nH]1,-9.03,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b065e0>,33.102097,-57.83048
151429076,Cc1nn(C)cc1-c1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1,-10.085,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b066c0>,-1.4731686,69.69228
44316010,COc1ccc(CNc2nc(N3CCN(C)CC3)nc3c2ncn3C(C)C)cc1,-9.338,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b067a0>,44.230377,-28.80107
CHEMBL300767,COc1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,-9.434,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06880>,-49.992138,17.003063
CHEMBL3644025,C#CCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)C(C)(C)O)n2)cc1,-9.517,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06960>,43.939743,2.943586
166626178,C[C@@](O)(c1ccc2cnc(Nc3ccc(S(C)(=O)=O)cc3F)cc2n1)[C@H]1CC[N@@](C)CC1,-10.209,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06a40>,61.797607,4.0738263
11574606,NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,-7.799,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06b20>,26.296524,-9.035546
49770984,C[N@@]1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(F)cc4)oc23)[C@H](O)C1,-9.337,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06c00>,-34.727386,-11.516455
142445768,O=S1(=O)CCc2c(c(-c3cn[nH]c3C(F)(F)F)nc3ccc4[nH]ncc4c23)C1,-8.96,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06ce0>,-24.663761,35.68745
CHEMBL365872,COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)CCc4ccc(O)cc4)cccc2-3)cc1,-10.77,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06dc0>,-57.775303,-17.29135
16750331,C1=C\COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,-9.655,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06ea0>,-21.941284,50.388927
CHEMBL450370,CC(C)(C)c1cc2c(N/N=C\c3cccc(CN)n3)ncnc2s1,-7.432,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b06f80>,10.894014,-28.259857
5329685,CC(=O)Nc1ncc(SCc2ncc(C)o2)s1,-8.474,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07060>,3.929558,-35.333218
76327526,CC(C)C[C@@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,-9.421,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07140>,36.341705,-24.88025
16046126,C[C@@H]1C[C@@H]2C[N@]1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2,-9.456,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07220>,-39.153202,0.66496587
CHEMBL362004,NC(=O)c1[nH]nc2c1ccc1n[nH]cc12,-9.009,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07300>,-15.752811,23.70932
CHEMBL190446,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2Cc3ccccc3C2=O)cc1,-8.916,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b073e0>,-23.746737,-23.825323
CHEMBL4442620,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc([S@@](=N)(=O)C3CC3)cc2)ncc1C(F)(F)F,-8.543,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b074c0>,41.612293,3.26601
5330987,O=C(Nc1cc(C2CCC2)[nH]n1)c1ccc(Br)cc1,-8.928,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b075a0>,-17.896708,-24.201199
10202471,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-7.7,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07680>,15.109219,-3.8044062
71462893,N#CCNc1nc(Nc2ccccc2)ncc1Br,-7.405,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07760>,18.098047,10.473402
137632536,c1cnc2[nH]cc(-c3ccnc(N4CCCC4)n3)c2c1,-7.863,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07840>,-7.7969894,10.260167
76331233,O=Nc1cnc(Nc2ccc(S(=O)(=O)/N=c3\[nH]ccs3)cc2)nc1OCC1CCCCC1,-7.974,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07920>,17.914999,0.12773457
135566570,CC(C)c1cc(-c2cc([N@@]3C[C@@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,-8.738,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07a00>,-11.723622,2.400493
52943222,CNC(=O)c1cn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2,-9.055,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07ae0>,33.08468,43.674095
10139208,CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(N[C@H]3CC[C@@H](O)CC3)nc21,-9.794,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07bc0>,49.61161,-28.829828
135413565,CCNCc1cncc(-c2ccc3[nH]nc(-c4nc5c(F)cc(F)cc5[nH]4)c3c2)c1C,-10.568,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07ca0>,-40.15802,-18.871454
44396151,O=C(Cc1ccccc1)Nc1ncc(C2CCCCC2)s1,-8.969,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07d80>,-5.789196,-28.132097
CHEMBL401377,Brc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,-8.244,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07e60>,21.361368,-25.721817
45142013,CN1CCN(c2ccc(CNc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)cc2)CC1,-10.25,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b07f40>,28.848204,44.834496
23645067,COc1cc[nH]c1/C=C1\C(=O)Nc2ccc([N+](=O)[O-])c(N[C@H]3CC[C@@H](N)C3)c21,-9.3,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c0b0>,-55.515404,17.107582
135566361,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1,-9.24,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c190>,-15.665096,-40.23352
134799604,COc1ccc(Nc2ccnc(N3CCC(NC(=O)c4ccc(F)cc4)CC3)n2)cc1,-3.982,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c270>,6.8421507,-16.07051
73321223,COc1ccc2cc1COC/C=C\COc1cccc(c1)-c1ccnc(n1)N2,-9.42,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c350>,-21.564278,51.72169
53322964,Cn1cc(-c2cnn3c(N)c(CCO)c([C@H]4CCCNC4)nc23)cn1,-9.074,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c430>,17.363989,-16.313763
162677020,COC(=O)c1cccc(-c2ccc(F)c(C(=O)Nc3c[nH]nc3C(=O)Nc3ccc(F)cc3)c2F)c1,-9.519,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c510>,-12.040477,-44.4118
24993189,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,-8.839,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c5f0>,26.461628,43.123898
9910100,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Cl)c3)c(O)c(=O)c2c1,-8.781,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c6d0>,-29.911913,-7.659234
23645080,CCN[C@@H](C#Cc1c(F)ccc2c1/C(=C/c1[nH]ccc1OC)C(=O)N2)[C@@H](C)O,-9.536,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c7b0>,-57.39845,13.926254
5330993,CC(C)c1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,-8.733,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c890>,-17.071787,-23.50163
CHEMBL1809110,O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3cn[nH]c3)cc12,-8.484,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3c970>,-18.555351,6.1000896
5330778,Cn1ccc2ccc3c4[nH]c5c(CC[N@]6CCC[C@H]6CO)cccc5c4c4c(c3c21)C(=O)NC4=O,-7.778,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ca50>,-45.782475,-0.9320085
CHEMBL514342,CC(C)(C)c1cc2c(N/N=C\c3cccs3)ncnc2s1,-8.791,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3cb30>,9.920854,-27.231672
CHEMBL3648115,COc1cc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)ccc1[S@](C)(=N)=O,-10.034,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3cc10>,35.02316,2.4095092
CHEMBL478241,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CN(C)C)CC4)cc3)n2)n1C(C)C,-9.309,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ccf0>,14.711964,24.53425
172453470,CC(C)Cc1cnc2c(Nc3ccc(S(=O)(=O)N4CCCC4)cc3)cc(N[C@H]3CC[C@@H](N)CC3)nn12,-7.595,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3cdd0>,33.19684,-9.835072
130196673,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1[C@H](C)C1CC1,-10.662,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ceb0>,46.1673,23.64031
CHEMBL483590,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1,-9.465,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3cf90>,10.215135,28.93106
135481175,O=Nc1c(-c2c(O)[nH]c3ccc([N+](=O)[O-])cc23)[nH]c2ccccc12,-9.069,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d070>,-30.187965,6.639437
CHEMBL1241849,CN(C)CCNS(=O)(=O)c1ccc(Nc2cccc(-c3cnc4ccccn34)c2)cc1,-5.134,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d150>,6.1241927,26.885347
23645993,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CC[C@@H](O)C2=O)cc1,-9.584,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d230>,-23.604984,-24.814205
52948157,Cn1cc(C(N)=O)c2c1-c1nc(NCCO)ncc1CC2,-8.118,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d310>,30.515442,48.357357
44597164,NC(=O)[C@H]1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,-10.444,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d3f0>,-24.315083,-28.528282
447958,Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,-9.189,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d4d0>,9.837382,21.44351
46228595,CC1(C)c2[nH]nc(NC(=O)c3ccc(C(F)(F)F)cc3)c2CN1C(=O)[C@H]1CC[N@](C)CC1,-9.899,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d5b0>,-36.142117,-45.69637
130196728,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CC[N@@](CCN(C)C(=S)n4ccnc4)C5)ncc3F)cc2n1C(C)C,-11.092,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d690>,46.90976,24.833458
155654402,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H]2CCC[C@@]2(C)O)C(=O)C32CC2)cc1,-8.923,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d770>,38.554718,13.663574
135402970,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(O)c3)[nH]c(=O)c12,-9.593,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d850>,-55.052464,-43.07573
142751866,CC(=O)c1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1,-9.559,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3d930>,3.7037697,68.76282
23645986,CC(C)C(=O)N1Cc2[nH]nc(NC(=O)c3ccc4c(c3)OCO4)c2C1,-10.069,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3da10>,-32.39636,-41.714752
168295717,CS(=O)(=O)N1CCC(Nc2ncc3c(n2)N(C2CCCCC2)C(=O)C32CC2)CC1,-8.804,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3daf0>,37.34515,16.688805
CHEMBL1922120,CC[C@H](O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,-9.292,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3dbd0>,37.26664,-35.878025
CHEMBL3976450,CC[S@](=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,-10.011,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3dcb0>,25.544573,5.3484755
CHEMBL460017,CC(C)c1cc2c(N/N=C\c3ccco3)ncnc2s1,-8.308,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3dd90>,10.303631,-25.908968
137631588,CN1CCN(Cc2ccc(NC(=O)c3[nH]ncc3Nc3ccnc4ccc(Br)cc34)cc2)CC1,-8.783,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3de70>,-7.521142,-52.065975
10363602,CN1CCN(C(=O)N2Cc3c(NC(=O)c4ccc(F)cc4)n[nH]c3C2(C)C)CC1,-9.919,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3df50>,-34.356194,-45.370106
72195456,Cc1csc2ncnc(Nc3cn[nH]c3C(=O)Nc3ccc(CN4CCOCC4)cc3)c12,-8.076,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e030>,-4.5676136,-53.146587
168278877,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)C(=O)C32CC2)cc1,-8.602,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e110>,37.174538,13.884936
CHEMBL3648102,C[C@H](O)[C@H](C)Sc1nc(Nc2ccc([S@](C)(=N)=O)cc2)ncc1Br,-10.259,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e1f0>,37.181686,6.6938705
171034147,O=C(O)c1cc(C(F)(F)F)ccc1NCCc1c[nH]c2cc(Br)ccc12,-6.99,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e2d0>,-23.608725,-8.835456
142751769,FC(F)n1cc(-c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)cn1,-9.961,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e3b0>,-0.9859191,70.69176
5331004,O=C(Cc1ccc(-c2cccc(F)c2)cc1)Nc1cc(C2CC2)[nH]n1,-9.075,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e490>,-18.8,-28.119043
164624891,Fc1[nH]nc2ccc3nc(-c4cn[nH]c4C(F)(F)F)c4c(c3c12)CCCC4,-9.347,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e570>,-23.394907,35.061493
134132642,CN(C)CCOc1ccc(Nc2cc(-n3cnc4ncccc43)ncn2)nc1,-9.916,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e650>,7.7901044,9.279036
76323973,CCC[C@@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,-9.499,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e730>,37.69365,-24.822115
2608,Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1,-8.133,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e810>,0.53397053,-0.46918285
142751790,O=C(c1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1)N1CC[C@@](O)(C(F)(F)F)C1,-10.185,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e8f0>,4.9949884,70.16122
126970673,Cc1nn(C2CCN(C(=O)[C@H](C)O)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,-8.785,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3e9d0>,10.800035,47.501667
16739706,C1=C\CN(CC2CC2)Cc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC/1,-9.17,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3eab0>,-23.235437,52.195187
6539010,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OC[C@@H](O)CN(C)C)cc2)n1,-10.194,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3eb90>,7.1673975,22.713232
4477132,NC(N)=NS(=O)(=O)c1ccc(/N=C/c2c(O)[nH]c3ccccc23)cc1,-9.82,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ec70>,-29.11107,13.373271
135928479,COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)[nH]nc3c2)ccc1N,-7.919,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ed50>,-27.252224,-12.498172
168274108,CC(C)c1[nH]nc2c(NCc3ccc(-n4cccn4)cc3)nc(SCC(C)(C)N)nc12,-9.807,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ee30>,32.056816,-59.07986
71580916,Nc1nccc(-n2cc(-c3cccnc3Cl)c3cnccc32)n1,-8.54,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3ef10>,-9.640473,15.427274
52945801,COc1cccc(CNc2ncc3c(n2)-c2c(c(C(N)=O)cn2C)CC3)c1,-10.18,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3eff0>,32.098083,48.208344
CHEMBL390918,CC(=O)Nc1nc(Cc2nnc(S)n2N)cs1,-5.488,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f0d0>,1.147332,-30.737646
CHEMBL1760035,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,-7.694,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f1b0>,12.812424,14.317907
118714252,CO[C@H]1CC[C@@H](NC(=O)c2[nH]ncc2NC(=O)Cc2ccccc2F)CC1,-7.843,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f290>,-7.622807,-37.885998
137656868,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,-5.045,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f370>,3.3550203,-24.953365
5330974,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Cl)cc1,-8.815,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f450>,-18.423357,-24.691921
137653003,CCN(CC)Cc1ccc(NC(=O)c2[nH]ncc2Nc2ncnc3[nH]ccc23)cc1,-9.163,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f530>,-4.4544587,-51.117603
136086913,CN1CCN(c2cc(-c3cc([N@@]4C[C@@H](O)[C@@H](O)C4)ccc3O)nc(N)n2)CC1,-8.061,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f610>,-10.909883,2.5635064
123463943,O=C(Cc1ccc(B2C=CC=CN2)cc1)Nc1cc(C2CC2)[nH]n1,-8.988,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f6f0>,-19.804838,-27.719606
70681033,O=C(NCCCNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12)C1CCC1,-8.909,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f7d0>,-6.243273,-14.112562
135402976,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(C)=O)cc3)[nH]c(=O)c12,-9.981,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f8b0>,-53.981197,-42.906044
6539632,Nc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)n[nH]2)c1,-9.797,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3f990>,0.5534388,1.6848838
5330791,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Cl)ccc3c21,-8.463,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3fa70>,-40.467857,0.6450835
16224566,CCc1c([C@@H]2CCCNC2)nc2c(-c3cnn(C)c3)cnn2c1N,-8.942,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3fb50>,17.532494,-16.350155
134798542,COc1ccc(Nc2ccnc(N3CCC(NC(=O)c4ccc(C)cc4)CC3)n2)cc1,-2.36,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3fc30>,7.035805,-15.843678
49770989,C[N@]1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H](O)C1,-7.705,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3fd10>,-34.752804,-11.288993
57951427,CC(C)OC(=O)c1cc(NC2(C(=O)Nc3nc4ccc5[nH]ncc5c4s3)CC2)ccc1Cl,-4.715,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3fdf0>,-34.673126,41.028522
44589041,CCn1c(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)cnc1C,-9.775,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b3fed0>,10.935563,27.353416
171348007,C[C@@H](CO)Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,-6.308,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b40040>,18.687807,-3.3796773
162675536,CCO[P@@](C)(=O)c1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,-8.979,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b40120>,-4.6260448,62.598278
76331200,CCC[C@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,-9.075,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b40200>,36.213478,-24.71134
CHEMBL2204071,C[N+](C)(C)[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)[O-],-6.078,1,train,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x783ba4b402e0>,-26.411205,-3.741362
