ID,smiles,docking_score,flag,split_1,split_2,split_3,split_4,split_5
CHEMBL559301,[H]/N=C1/NC(=O)[C@H](Cc2nn3c(COc4ccc(Cl)cc4)nnc3s2)S1,-8.907,1,train,val,train,train,train
ZINC40467657,Cc1nnc(/N=C2/S/C(=C/c3ccc[nH]3)C(=O)N2C)s1,-6.583,0,train,train,val,train,train
71517687,CC[C@@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,-9.963,1,train,train,val,train,train
ZINC22146312,COc1cc(/C=C2\C(=O)N(c3cccc(C(=O)O)c3)N=C2C)cc(I)c1O,-7.249,0,train,val,train,train,train
ZINC12375038,N#CC1=C(N)n2c(s/c(=C/c3ccc4c(c3)OCO4)c2=O)=C(C(N)=O)[C@@H]1c1ccc2c(c1)OCO2,-4.105,0,train,train,train,train,train
CHEMBL103355,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,-8.434,1,train,train,train,train,val
ZINC39331065,O=C(/C=C/[C@@H]1CN(C[C@@H](O)CNCCc2c[nH]c3ccc(F)cc23)c2ccccc21)c1cccs1,-9.649,0,train,train,train,train,train
ZINC03265666,N=C(N)N/N=C/c1cc(Br)c(O)c(Br)c1,-6.643,0,train,train,train,train,val
CHEMBL569720,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,-8.572,1,train,train,train,train,train
ZINC58950569,COC(=O)C1=C(N)Oc2[nH]nc(C)c2[C@@H]1c1c(C)cc(C)cc1C,-7.453,0,train,train,train,train,val
ZINC39533668,CO[C@@H]1C[N@@]([C@@H](CNc2ccccc2O)c2ccc(-c3ccccc3)cc2)CCN1,-7.668,0,train,train,train,train,val
ZINC64152495,C[C@@H]1Nc2ccccc2N1CCC(=O)N1CCC2(CC1)C[C@H]2C(=O)NCCC1=c2ccccc2=NC1,-7.061,0,train,train,train,val,train
ZINC63985862,COc1ccc(CN2C(=O)N(C)C3(CCN(CC4=c5ccccc5=NC4)CC3)C2=O)cc1,-4.317,0,train,train,train,val,train
168290308,CC(C)c1[nH]nc2c(NCc3ccc(-n4cccn4)cc3)nc(SCCN(C)C)nc12,-9.462,1,train,train,train,train,val
ZINC09192435,Cc1c(Cl)cccc1NC(=O)[C@H]1CC(=O)NC(Nc2ccccc2)=N1,-6.052,0,train,train,train,val,train
90645256,C[C@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(Cl)c(F)c1,-10.846,1,train,train,val,train,train
ZINC20406606,Cc1[nH]nc2c1[C@]1(CCO[C@@H]1C)C(C#N)=C(N)O2,-6.745,0,train,train,val,train,train
135484603,CC(C)c1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,-9.597,1,train,val,train,train,train
ZINC64480073,O=C(CN1C(=O)c2ccccc2N[C@@H]1O)NCCC1=c2ccccc2=NC1,-7.821,0,train,train,val,train,train
ZINC63426767,Cc1ccc(NC(=O)CS[C@H]2N=N[C@H]([C@H](CC3=c4ccccc4=NC3)NC(=O)OC(C)(C)C)O2)c(C)c1,-6.938,0,train,train,train,train,val
ZINC21050720,COc1ccccc1CNC(=O)[C@H]1Nc2ccccc2S(=O)(=O)N1,-6.562,0,train,train,train,train,val
ZINC38659106,Cc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(OC(=O)COc4ccc(Cl)cc4)ccc32)o1,-5.231,0,train,train,train,train,train
ZINC39400742,COC(=O)c1ccc(/C=c2/sc3n(c2=O)C(N)=C(C#N)[C@@H](c2ccc(C(=O)OC)cc2)C=3C#N)cc1,-4.776,0,train,train,train,train,val
ZINC63666745,CC(=O)N1c2ccc(S(=O)(=O)N3CCOCC3)cc2C[C@H]1C(=O)NCCC1=c2ccccc2=NC1,-6.679,0,train,train,val,train,train
ZINC06839157,CCOC(=O)C1=C(COc2ccc(C)c(C)c2)N(C)C(=O)N[C@@H]1c1cccc(F)c1,-6.052,0,train,val,train,train,train
44446941,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@H](C)N)CC1,-8.767,1,train,train,val,train,train
ZINC06420757,Cc1ccc(-c2[nH]nc3c2[C@H](c2cccs2)C(C#N)=C(N)O3)cc1,-8.601,0,train,train,train,train,train
ZINC64173271,CC(=O)N[C@H](CC1=c2ccccc2=NC1)C(=O)Nc1nc2c(C)cc(C)cc2s1,-7.373,0,train,train,val,train,train
24824104,N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,-9.739,1,train,train,train,train,train
CHEMBL1800463,Nc1nc(NCCN2CCOCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,-9.942,1,train,train,train,val,train
142751876,O=C1CCN(C(=O)c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)C1,-10.563,1,train,train,train,val,train
ZINC63384166,CC(C)[C@H](NC(=O)N1CC(=O)Nc2ccccc21)C(=O)N[C@@H](CC1=c2ccccc2=NC1)C(=O)O,-8.523,0,train,train,train,train,train
11623420,Nc1cc(-c2ccccc2)nc2c(Br)cnn12,-7.48,1,train,val,train,train,train
CHEMBL181416,COc1ccc2cnc(Nc3ccc(N4CC[C@H](N)C4)cc3)nc2c1C1CCCC1,-10.448,1,train,train,val,train,train
71460422,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(Cl)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,-8.029,1,train,train,train,val,train
89695495,COc1cccc(CNc2nc(N[C@H]3CC[C@@H](N)CC3)nc3c2ncn3C(C)C)c1O,-9.585,1,train,val,train,train,train
ZINC36056931,Cc1ccc2[nH]cc(CCNC[C@@H](O)CN3C=C(/C=C/C(=O)c4ccccc4)C4=CC=CC[C@H]43)c2c1,-8.89,0,train,train,train,train,train
ZINC63617445,COc1ccc2c(c1)=N[C@@H](C(=O)Nc1cc([C@@H]3Nc4ccccc4O3)ccc1OC)C=2,-6.989,0,train,train,train,train,val
CHEMBL363130,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,-9.964,1,train,train,train,train,val
ZINC63375422,C[N@@]1CCC2=c3ccccc3=N[C@H]2[C@@H]1c1c(O)[nH]c(=O)n(-c2ccc(Br)cc2)c1=O,-7.107,0,train,val,train,train,train
ZINC35667393,CCOc1cc(/C=C(/NC(C)=O)C(=O)O)cc(Br)c1OCc1ccccc1Br,-6.022,0,train,train,train,train,train
123132899,NS(=O)(=O)c1ccc(Nc2nc(-c3cccc(-c4ccccc4)c3)c3nc[nH]c3n2)cc1,-9.447,1,train,train,train,val,train
ZINC54893732,COc1cc([C@@H](C)/N=C/c2cc(Cl)ccc2O)ccc1OCCO,-7.413,0,train,train,train,train,val
ZINC04718510,CC(C)(C)c1n[nH]c2c1[C@@H](c1cccnc1)C(C#N)=C(N)O2,-6.239,0,train,train,train,train,train
ZINC27825393,Cc1ccc([C@H]2C(C#N)=C(N)Oc3nc(N)sc32)cc1,-7.509,0,train,val,train,train,train
ZINC01430918,N#CC1=C(N)Oc2nc(SCc3ccccc3Cl)nc(N)c2[C@H]1c1cccc(Br)c1,-6.288,0,train,train,train,train,train
131953498,CCn1cnc2c(NCc3nc4c(F)c(F)ccc4[nH]3)nc(N3CCCC[C@H]3CCO)nc21,-8.906,1,train,train,train,train,train
137358130,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)c1,-9.414,1,train,train,train,train,val
ZINC04545182,COc1cc(/C=N/NC(N)=O)ccc1OCCCOc1ccccc1C,-6.659,0,train,train,val,train,train
ZINC41006806,CCOc1ccc([C@@H]2[C@@H](C(=O)Nc3ccccc3)C(=O)C[C@@](C)(O)[C@H]2C(=O)Nc2ccccc2)cc1,-6.511,0,train,val,train,train,train
ZINC01065412,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2[C@@H]1c1c(F)cccc1Cl,-6.793,0,train,train,train,val,train
ZINC38994959,Cc1ccc(CS[C@H]2NN[C@@H](c3cc(-c4ccc(Cl)cc4)n[nH]3)N2N)cc1,-8.402,0,train,train,val,train,train
ZINC43735785,C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CN(C)C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)[C@@H]3C[C@H]12,-8.397,0,train,train,train,train,val
ZINC01432810,Cc1n[nH]c2c1[C@@H](c1cc(Cn3cnc4ccccc43)cs1)C(C#N)=C(N)O2,-9.028,0,train,train,train,train,val
45141605,Cn1nc(C(N)=O)c2c1-c1nc(NCc3ccccc3)ncc1CC2,-9.9,1,train,train,train,train,val
171034129,O=C(O)c1cc(S(F)(F)(F)(F)F)ccc1NCCc1c[nH]c2ccccc12,-8.096,1,train,train,train,val,train
46228595,CC1(C)c2[nH]nc(NC(=O)c3ccc(C(F)(F)F)cc3)c2CN1C(=O)[C@H]1CC[N@](C)CC1,-9.899,1,train,train,train,train,val
162643280,N#Cc1cnc(N[C@H]2CCCNC2)nc1-c1[nH]nc2ccccc12,-8.548,1,train,train,val,train,train
CHEMBL72672,c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,-9.54,1,train,train,train,train,train
CHEMBL269882,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4n[nH]c(Cl)c4c32)cc1,-8.482,1,train,train,train,train,val
ZINC03764203,COC(=O)C[C@H]1SC2=C(C(N)=O)[C@H](c3cccs3)C(C#N)=C(N)N2C1=O,-7.051,0,train,train,train,train,val
ZINC38556430,NN1C(c2n[nH]c3c2CCC3)=NN[C@H]1SCC(=O)c1ccccc1Cl,-8.541,0,train,train,train,train,val
ZINC12309788,CCCCC1=C(NOCC(=O)Nc2ccc(C(=O)OCC)cc2)c2c(n(C)c(=O)n(C)c2=O)NC1,-6.452,0,train,train,val,train,train
ZINC39467191,COC1=C[C@H]2C[C@H]3CO[P@](=O)(c4ccccc4O)NN3C[C@H]2C=C1Cl,-6.632,0,train,train,train,val,train
CHEMBL82251,CCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,-9.781,1,train,train,train,val,train
10270322,O=C1Nc2ccc(F)c3c(SC[C@H]4CCCN4)cc(-c4ccc[nH]4)c1c23,-10.338,1,train,val,train,train,train
45139796,CC(=O)N1CCC(n2nc(C(N)=O)c3c2-c2nc(NC4CCCC4)ncc2CC3)CC1,-10.26,1,train,train,train,val,train
12111716,CC(C)n1cnc2c(NCc3ccc(-c4cccc(Cl)c4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21,-9.225,1,train,train,train,train,val
ZINC34792950,Cc1ccc(NC(=O)[C@@H](C)N2CC3=C(C2=O)[C@@H](c2ccccc2Cl)NC(=O)N3C)cc1C,-6.907,0,train,train,train,train,train
162676266,CNC(=O)c1cccc2c(-c3nc(N[C@@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,-8.854,1,train,val,train,train,train
ZINC63383790,CCCCCCNC(=O)[C@H](C)NC(=O)[C@@H]1CC2=c3ccccc3=N[C@H]2[C@@H]2c3ccccc3C(=O)N12,-7.377,0,train,train,train,train,val
134147440,CN(C)C1CCN(c2ccc(Nc3cc(-n4cnc5ccccc54)ncn3)nc2)CC1,-9.387,1,train,val,train,train,train
ZINC01029483,N#CC1=C(N)Oc2cc(O)ccc2[C@H]1c1ccccc1I,-4.827,0,train,train,val,train,train
145975624,CC(C)CCn1cnc2c(Nc3cccc(O)c3)nc(N[C@H]3CC[C@@H](N)CC3)nc21,-10.082,1,train,train,train,train,train
138105941,CC(C)c1[nH]nc2c(NCc3ccc(-c4ccccn4)cc3)nc(SCCN)nc12,-9.804,1,train,train,train,train,train
ZINC40117809,CC(C)[C@@H](NC(=O)c1cccs1)C(=O)Nc1cccc([C@]2(C)NC(=O)NC2=O)c1,-7.544,0,train,train,val,train,train
76331198,CC(C)C[C@@H](O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,-9.316,1,train,val,train,train,train
52946965,Cn1cc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2(C)C,-9.43,1,train,val,train,train,train
ZINC44323448,Cc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)c(O)c1C,-7.965,0,train,train,train,val,train
46228531,CC1(C)c2[nH]nc(NC(=O)c3ccc(F)cc3)c2CN1C(=O)N1CCN(CCO)CC1,-10.551,1,train,val,train,train,train
ZINC15951913,Cc1ccc2c(c1)[C@@H]1C[C@](C)(O2)N(c2cccc(C(=O)N3CCN(C4=CC=CCN4)CC3)c2)C(=O)N1,-7.109,0,train,train,train,train,train
ZINC13494708,O=C(CSc1nc(-c2ccccn2)n[nH]1)N1c2ccccc2Sc2ccccc21,-7.664,0,train,train,train,train,val
71517685,CC(C)[C@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,-9.453,1,train,train,train,val,train
ZINC39252482,COc1ccc2[nH]cc(CCN3C[C@H](C(=O)N[C@@H]4NN[C@@H](CC(C)C)S4)CC3=O)c2c1,-7.137,0,train,train,train,val,train
11488074,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)n3ncnc3n2)CC1,-8.727,1,train,train,val,train,train
23654071,N[C@H](CNc1ncc(-c2ccc3[nH]c(=O)oc3c2)s1)Cc1ccc(C(F)(F)F)cc1,-7.784,1,train,train,train,val,train
ZINC12329799,O[C@H](C[N@]1CC[C@]2(CC1)C[C@H](O)c1cc(F)ccc1O2)c1ccc(Cl)cc1,-6.775,0,train,train,train,val,train
ZINC03131541,COc1ccccc1/N=C/c1cc(Br)ccc1O,-6.72,0,train,train,train,val,train
ZINC00800669,CCOc1cc([C@@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCc1ccc(F)cc1,-6.297,0,train,train,val,train,train
145991741,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N(C)C)cc3)nc1-2,-9.659,1,train,train,train,train,val
52942083,Cn1cc(C(N)=O)c2c1-c1nc(NC3CCN(S(=O)(=O)c4ccccc4)CC3)ncc1CC2,-10.762,1,train,train,train,val,train
CHEMBL232556,Cc1cc(N2C(=O)CN(C)C2=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,-8.889,1,train,val,train,train,train
5330691,O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1[C@@H](CO)CC3,-9.636,1,train,val,train,train,train
CHEMBL3648095,CC[S@@](=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1,-9.788,1,train,train,train,train,val
ZINC06459137,Cc1cc(Cn2ccc(C(F)(F)F)n2)c(C)c([C@H]2C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,-5.792,0,train,train,train,train,train
135403012,COc1ccc(-c2[nH][nH]c3c4cccc(NC(=O)/N=N/C(=O)c5ccc(O)cc5O)c4c(O)c2-3)cc1,-8.08,1,train,val,train,train,train
46224684,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,-8.581,1,train,train,train,train,val
ZINC09350611,CCN(CC)C/C=N/NCc1c(O)[nH]c(=O)n(-c2cccc3ccccc23)c1=O,-7.335,0,train,val,train,train,train
129206869,COc1ccc2[nH]c(-c3cnc4[nH]cc(-c5ccnc(N)n5)c4c3)cc2c1,-11.148,1,train,train,train,train,val
5330777,Cn1ccc2ccc3c4[nH]c5c(CC[N@]6CC[C@@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,-7.432,1,train,train,train,val,train
46912952,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@H]3CCC[C@H](O)[C@H]3O)nc21,-10.514,1,train,train,train,train,train
5330943,N[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccccc1,-9.022,1,train,train,val,train,train
118714259,COc1ccccc1C(=O)Nc1cn[nH]c1C(=O)N[C@H]1CC[C@@H](OC)CC1,-8.05,1,train,val,train,train,train
164609817,FC(F)(F)c1[nH]ncc1-c1cc(-c2ccncc2)c2c(ccc3[nH]ncc32)n1,-8.495,1,train,train,train,train,train
6420138,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,-9.415,1,train,train,train,train,train
46887222,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,-9.622,1,train,train,train,val,train
CHEMBL3298312,CC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(OC)c(Cl)c1,-6.218,1,train,train,train,train,train
ZINC40400395,CCOc1ccc(NC(=O)[C@@H]2CC(=O)Nc3[nH]c(Nc4ccc(C)cc4)nc(=O)c32)cc1,-7.137,0,train,train,train,train,val
CHEMBL272668,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)cc1,-9.596,1,train,train,train,train,val
ZINC63780568,O=C(CN1C(=O)[C@H]2CCCC[C@@H]2C1=O)NC[C@@H](C1=c2ccccc2=NC1)c1ccccc1Cl,-8.132,0,train,train,train,val,train
162673115,Cc1nc(-c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)n[nH]1,-9.84,1,train,val,train,train,train
ZINC26384774,CC(C)(N)C(=O)N[C@@H](CCCc1ccccc1)C(=O)N1CCC2(CC1)C[C@H](CCC(=O)O)c1ccccc12,-7.11,0,train,train,train,train,train
ZINC64959848,COc1ccc(NC(=O)[C@H]2Nc3cc(C)ccc3S(=O)(=O)N2)c(OC)c1,-6.818,0,train,train,train,train,train
ZINC38604547,COC(=O)[C@@H]1Nc2ccc(Br)cc2/C1=N/C(=O)CN1c2ccc(F)cc2CC[C@H]1C,-6.843,0,train,train,val,train,train
150939945,Cc1[nH]nc2ccc3nc(-c4cn[nH]c4C(F)(F)F)c4c(c3c12)CCCC4,-9.087,1,train,train,train,train,train
129206345,COc1ccc(-c2cnc3[nH]cc(-c4ccnc(N)n4)c3c2)cc1,-8.816,1,train,val,train,train,train
ZINC39481899,O=S(=O)(Nc1ccc(-c2ccccc2)cc1N1CCN[C@@H](Cc2ccccc2)C1)c1ccccc1O,-6.37,0,train,train,train,val,train
ZINC63572004,COCCCNC(=O)N1CCC2=c3ccccc3=N[C@H]2[C@@H]1c1ccc(OC)cc1,-6.741,0,train,train,train,train,train
6539040,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,-9.346,1,train,val,train,train,train
12111414,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@H](O)C(C)(C)C,-9.405,1,train,train,train,train,train
168294735,CC(C)c1[nH]nc2c(NCc3ccc(-c4cnc[nH]4)cc3)nc(SCCO)nc12,-10.022,1,train,val,train,train,train
ZINC03670354,CCCN(CCC)CCNC(=O)[C@@]1(O)c2ccccc2NC(=O)N1c1cccc(OC)c1,-7.533,0,train,val,train,train,train
44399701,O=c1c(Br)cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,-9.484,1,train,train,val,train,train
ZINC02291752,Nc1c(C(=O)NCc2ccccc2)c2nc3ccccc3nc2n1CCC1=CCCCC1,-6.7,0,train,train,val,train,train
ZINC24214858,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C(=O)NCC[N@@]1CC(=O)N(C(C)C)C(C)C,-6.45,0,train,train,train,val,train
ZINC17262949,O=C(CNC(=O)c1cccc([N+](=O)[O-])c1)NCCN1C(=O)S/C(=C\c2ccc(Cl)cc2)C1=O,-3.337,0,train,val,train,train,train
ZINC63994145,CC(C)CN1C(=O)N(Cc2ccccn2)C(=O)[C@]12CC[N@@](C[C@@H]1C=c3ccccc3=N1)CC2,-7.276,0,train,val,train,train,train
168272894,Cc1nc2ccc(-c3ccnc4[nH]c([C@H]5CC[N@](CC(=O)N(C)C)CC5)cc34)cc2n1C(C)C,-10.686,1,train,train,train,train,val
ZINC20410731,CCn1c(=S)[nH]c(O)c([C@@H]2NCCc3c2[nH]c2ccccc32)c1=O,-7.22,0,train,train,val,train,train
162659451,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2n[nH]cc2NC(=O)c2c(Cl)cccc2Cl)cc1,-8.69,1,train,train,train,train,train
168270842,CC(C)c1[nH]nc2c(NCc3ccc(-n4cccn4)cc3)nc(SCC(C)(C)O)nc12,-9.193,1,train,val,train,train,train
5329723,CC(C)(C)c1cnc(CSc2cnc(Nc3ccccc3)s2)o1,-8.917,1,train,train,train,train,val
136245066,CC(C)(Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1,-8.576,1,train,train,val,train,train
ZINC27546185,Cc1ccccc1NC(=S)CNNC1=NC(N2CCCC2)=N[C@H](N2CCCC2)N1,-7.292,0,train,train,train,train,val
5330797,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21,-8.218,1,train,train,train,train,train
5331097,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,-7.756,1,train,train,train,train,val
145444297,FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2cc(-c3ccncc3)ccc12,-9.752,1,train,train,train,val,train
130196685,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,-10.785,1,train,train,train,val,train
135434964,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3ccccc23)cc1,-8.432,1,train,train,train,val,train
ZINC63383557,COCCNC(=O)[C@@H](NC(=O)[C@@H]1CC2=c3ccccc3=N[C@H]2[C@@H]2c3ccccc3C(=O)N12)C(C)C,-6.707,0,train,train,train,train,train
155550660,CCn1cnc2c(NCc3cccc(/C=C\C(=O)NO)c3)nc(N3CCOCC3)nc21,-10.522,1,train,train,train,val,train
CHEMBL3644032,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)C3CC3)cc2)ncc1C(F)(F)F,-8.942,1,train,train,val,train,train
ZINC05564324,CCN(CC)c1ccc([C@H]2C(C#N)=C(N)Oc3n[nH]c(-c4ccc(C)cc4)c32)cc1,-9.6,0,train,train,train,val,train
12111713,CC(C)n1cnc2c(NCc3ccc(-c4ccc(Cl)cc4)cc3)nc(N[C@H]3CC[C@@H](N)CC3)nc21,-8.94,1,train,train,train,train,train
ZINC12329438,Cc1ccc([C@@H](O)C[N@]2CC[C@]3(CC2)C[C@H](O)c2cc(C)ccc2O3)cc1,-7.823,0,train,train,train,train,train
ZINC63217190,O=C(NNC(=S)NC[C@@H]1CC=CS1)C1=c2ccccc2=NC1,-7.357,0,train,train,train,val,train
ZINC38564782,O=C(NCc1ccc(Cl)cc1)C1=CC2=c3ccccc3=N[C@@H]2C(c2ccc3c(c2)OCO3)=N1,-7.263,0,train,val,train,train,train
ZINC39701787,COc1ccc(C)cc1N1C(=O)C2=Nc3ccccc3C2=N[C@H]1SCC(=O)Nc1cc(C)cc(C)c1,-5.413,0,train,train,train,train,train
CHEMBL1234833,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,-10.222,1,train,train,val,train,train
ZINC15009693,CCOc1ccc([C@H]2Nn3c(CC)nnc3S[C@@H]2C(=O)Nc2ccc(C)cc2C)cc1,-6.572,0,train,train,val,train,train
ZINC39990777,C[C@H](S[C@H]1NN=C(C[C@H]2CCS(=O)(=O)C2)O1)C(=O)C1=c2ccccc2=NC1,-7.677,0,train,val,train,train,train
155547680,CC(C)c1[nH]nc2c(NCc3ccc(-c4ccccn4)cc3)nc(S[C@@H]3CCC[C@H]3O)nc12,-9.781,1,train,train,train,train,train
ZINC64093665,CC(C)n1cc([C@@H]2[C@H]3N=c4ccccc4=C3CC[N@]2Cc2cccn2-c2ncccn2)cn1,-8.152,0,train,train,val,train,train
46191454,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)[C@H]1CC[N@](C)CC1)C2(C)C,-9.623,1,train,val,train,train,train
121596046,CCCc1cnc(NC(=O)[C@@H](C)c2ccc(NC(C)=O)cc2)s1,-8.286,1,train,train,train,train,train
ZINC63492699,CC[C@@H](C)n1c(=S)[nH]c(O)c([C@@H]2NCCC3=c4cc(Cl)ccc4=N[C@H]32)c1=O,-7.224,0,train,train,val,train,train
ZINC39943320,COC(=O)C1=C(N)Oc2n[nH]c(C)c2[C@@H]1c1ccc(Br)cc1,-5.915,0,train,train,train,train,train
124155310,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CCCC4)c(Cl)cn2)C1,-10.365,1,train,train,val,train,train
10067698,N[C@H]1CC[C@H](Nc2nc(NCC3CC3)c3ncn(C4CCCC4)c3n2)CC1,-9.773,1,train,train,val,train,train
71579077,CC(C)CNc1nc(NCc2ccccc2O)c2ncn(C(C)C)c2n1,-9.259,1,train,train,train,val,train
ZINC39022026,CCCc1n[nH]c2c1[C@@H](c1ccccc1Cl)C(C#N)=C(N)O2,-8.769,0,train,train,train,train,train
ZINC44324513,O=C(N[C@@H](Cc1cc2c([nH]1)CCCC2)C(=O)O)OCC1c2ccccc2-c2ccccc21,-8.521,0,train,train,val,train,train
ZINC63744055,Cc1cc(C)nc(N/C(=N\C(=O)Nc2ccccc2)NCCC2=c3ccccc3=NC2)n1,-7.493,0,train,val,train,train,train
ZINC39469355,CCO[P@@]1(=O)NN2C[C@H]3C=C(Cl)C(c4ccccc4O)=C[C@@H]3C[C@@H]2CO1,-7.597,0,train,val,train,train,train
ZINC19581639,Cc1[nH]c2ccccc2c1[C@H](O)C[N@]1CC[C@]2(CC1)C[C@@H](O)c1cc(Cl)ccc1O2,-7.205,0,train,train,val,train,train
CHEMBL1241566,Cc1ccc(F)c(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)c1,-8.653,1,train,train,train,val,train
11676096,N[C@@H](CNc1nnc(-c2ccc3n[nH]cc3c2)s1)Cc1ccc(Cl)cc1Cl,-8.494,1,train,train,train,train,val
CHEMBL1794054,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,-9.473,1,train,train,val,train,train
ZINC38564731,Cc1ccc(C2=NC(C(=O)NCC(C)C)=CC3=c4ccccc4=N[C@@H]23)cc1,-6.551,0,train,train,train,train,val
9977540,NC(=O)c1c(Br)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,-8.657,1,train,train,train,val,train
ZINC63766735,NC1=C(c2nc3ccccc3[nH]2)C(=O)CN1CCC1=c2ccccc2=NC1,-8.716,0,train,train,train,val,train
CHEMBL14593,O=C(c1ccccc1)c1cnc2[nH]ncc2c1OCc1ccccc1,-7.462,1,train,train,train,val,train
CHEMBL372207,O=c1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2n1C1CCCC1,-9.598,1,train,train,train,val,train
136245296,C[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1,-8.362,1,train,train,train,val,train
5331096,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,-8.136,1,train,train,val,train,train
52946976,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N[C@@H]4CCNC4)ccc3OC(F)(F)F)ncc1CC2,-8.813,1,train,train,val,train,train
